"correct","correct_response","image","label","response","response_time"
"1","left","newpossc2.bmp","Possible","left","929"
"1","right","impossc6.bmp","Impossible","right","685"
"1","left","newpossa2.bmp","Possible","left","512"
"1","right","impossg7.bmp","Impossible","right","716"
"1","right","impossb6.bmp","Impossible","right","660"
"1","left","newpossg5.bmp","Possible","left","628"
"0","left","newpossb1.bmp","Possible","right","651"
"1","right","impossh4.bmp","Impossible","right","844"
"0","left","newpossh2.bmp","Possible","right","793"
"1","left","newpossh4.bmp","Possible","left","739"
"0","left","newpossb5.bmp","Possible","right","964"
"1","right","impossh1.bmp","Impossible","right","728"
"1","right","impossg1.bmp","Impossible","right","1395"
"1","right","impossg5.bmp","Impossible","right","757"
"1","right","impossb5.bmp","Impossible","right","544"
"1","right","impossa7.bmp","Impossible","right","645"
"1","left","newpossh6.bmp","Possible","left","656"
"1","right","impossg2.bmp","Impossible","right","686"
"1","left","newpossh1.bmp","Possible","left","628"
"0","right","impossa4.bmp","Impossible","left","1099"
"1","left","newpossb6.bmp","Possible","left","555"
"1","right","impossg3.bmp","Impossible","right","764"
"1","left","newpossi5.bmp","Possible","left","607"
"1","right","impossb4.bmp","Impossible","right","601"
"1","left","newpossa7.bmp","Possible","left","651"
"1","right","impossa6.bmp","Impossible","right","628"
"1","right","impossc2.bmp","Impossible","right","972"
"1","left","newpossc4.bmp","Possible","left","577"
"0","left","newpossa8.bmp","Possible","right","1505"
"1","left","newpossg8.bmp","Possible","left","586"
"1","left","newpossc6.bmp","Possible","left","539"
"1","right","impossi4.bmp","Impossible","right","702"
"1","right","impossg6.bmp","Impossible","right","485"
"1","right","impossa1.bmp","Impossible","right","614"
"1","left","newpossa6.bmp","Possible","left","580"
"1","right","impossa3.bmp","Impossible","right","739"
"0","right","impossb1.bmp","Impossible","left","964"
"1","left","newpossg7.bmp","Possible","left","585"
"1","right","impossa2.bmp","Impossible","right","900"
"1","left","newpossc5.bmp","Possible","left","551"
"0","right","impossb2.bmp","Impossible","left","1936"
"1","left","newpossg1.bmp","Possible","left","859"
"1","left","newpossi4.bmp","Possible","left","472"
"1","left","newpossg4.bmp","Possible","left","613"
"1","left","newpossg2.bmp","Possible","left","612"
"1","right","impossi5.bmp","Impossible","right","637"
"1","left","newpossa3.bmp","Possible","left","696"
"1","right","impossc3.bmp","Impossible","right","1230"
"1","left","newpossb3.bmp","Possible","left","581"
"1","right","impossa8.bmp","Impossible","right","429"
"1","right","impossh5.bmp","Impossible","right","633"
"1","right","impossi1.bmp","Impossible","right","815"
"1","right","impossh2.bmp","Impossible","right","1073"
"1","right","impossb3.bmp","Impossible","right","630"
"1","right","impossc5.bmp","Impossible","right","611"
"1","left","newpossg3.bmp","Possible","left","800"
"1","right","impossi2.bmp","Impossible","right","731"
"1","left","newpossa4.bmp","Possible","left","766"
"1","left","newpossb2.bmp","Possible","left","582"
"1","right","impossi6.bmp","Impossible","right","518"
"1","left","newpossc1.bmp","Possible","left","545"
"0","left","newpossh5.bmp","Possible","right","534"
"1","right","impossg8.bmp","Impossible","right","1787"
"1","left","newpossi1.bmp","Possible","left","619"
"1","left","newpossh3.bmp","Possible","left","777"
"1","right","impossh6.bmp","Impossible","right","858"
"1","right","impossa5.bmp","Impossible","right","682"
"1","left","newpossa1.bmp","Possible","left","713"
"1","left","newpossi2.bmp","Possible","left","759"
"1","left","newpossg6.bmp","Possible","left","625"
"1","right","impossg4.bmp","Impossible","right","803"
"0","right","impossi3.bmp","Impossible","left","1271"
"1","right","impossh3.bmp","Impossible","right","755"
"1","left","newpossi3.bmp","Possible","left","918"
"1","left","newpossb4.bmp","Possible","left","398"
"1","left","newpossc3.bmp","Possible","left","590"
"1","left","newpossa5.bmp","Possible","left","458"
"1","right","impossc4.bmp","Impossible","right","442"
"1","right","impossc1.bmp","Impossible","right","674"
"1","left","newpossi6.bmp","Possible","left","583"
"1","right","impossi1_81_lr.bmp","Impossible","right","568"
"0","left","newpossg7_270_lr.bmp","Possible","right","578"
"1","right","impossh2_89_ud.bmp","Impossible","right","518"
