"correct","correct_response","image","label","response","response_time"
"1","left","newpossg7.bmp","Possible","left","3912"
"1","right","impossg7.bmp","Impossible","right","1088"
"0","right","impossc1.bmp","Impossible","left","1757"
"1","right","impossb1.bmp","Impossible","right","833"
"1","left","newpossi4.bmp","Possible","left","707"
"1","left","newpossg3.bmp","Possible","left","927"
"1","right","impossa8.bmp","Impossible","right","631"
"1","right","impossg5.bmp","Impossible","right","618"
"1","left","newpossb4.bmp","Possible","left","444"
"1","right","impossa6.bmp","Impossible","right","362"
"1","left","newpossb3.bmp","Possible","left","637"
"0","left","newpossb5.bmp","Possible","right","1318"
"1","right","impossa3.bmp","Impossible","right","664"
"1","right","impossa4.bmp","Impossible","right","468"
"1","right","impossh5.bmp","Impossible","right","654"
"1","left","newpossa3.bmp","Possible","left","280"
"1","left","newpossa4.bmp","Possible","left","454"
"1","right","impossi3.bmp","Impossible","right","658"
"1","left","newpossc4.bmp","Possible","left","412"
"1","right","impossb2.bmp","Impossible","right","591"
"1","right","impossh2.bmp","Impossible","right","995"
"1","left","newpossh4.bmp","Possible","left","415"
"1","right","impossa2.bmp","Impossible","right","307"
"1","right","impossc6.bmp","Impossible","right","409"
"1","left","newpossg6.bmp","Possible","left","492"
"1","right","impossb4.bmp","Impossible","right","377"
"1","left","newpossb6.bmp","Possible","left","728"
"1","right","impossc5.bmp","Impossible","right","363"
"0","right","impossa7.bmp","Impossible","left","898"
"1","left","newpossh2.bmp","Possible","left","658"
"1","right","impossh4.bmp","Impossible","right","623"
"0","right","impossi6.bmp","Impossible","left","1567"
"1","right","impossb6.bmp","Impossible","right","357"
"1","left","newpossc2.bmp","Possible","left","768"
"1","left","newpossc3.bmp","Possible","left","478"
"1","left","newpossg5.bmp","Possible","left","987"
"1","left","newpossg4.bmp","Possible","left","591"
"0","left","newpossi5.bmp","Possible","right","552"
"1","left","newpossi6.bmp","Possible","left","1410"
"1","left","newpossc5.bmp","Possible","left","578"
"1","right","impossa1.bmp","Impossible","right","382"
"1","right","impossg8.bmp","Impossible","right","371"
"1","left","newpossi2.bmp","Possible","left","620"
"0","left","newpossa8.bmp","Possible","right","379"
"1","right","impossg4.bmp","Impossible","right","1049"
"1","left","newpossh3.bmp","Possible","left","1206"
"0","right","impossg2.bmp","Impossible","left","715"
"0","left","newpossg8.bmp","Possible","right","441"
"1","left","newpossi3.bmp","Possible","left","780"
"1","right","impossg3.bmp","Impossible","right","407"
"0","left","newpossh1.bmp","Possible","right","401"
"1","right","impossh6.bmp","Impossible","right","336"
"1","left","newpossa7.bmp","Possible","left","814"
"1","right","impossh3.bmp","Impossible","right","347"
"1","right","impossb3.bmp","Impossible","right","720"
"1","right","impossc4.bmp","Impossible","right","1863"
"1","right","impossi2.bmp","Impossible","right","572"
"1","right","impossb5.bmp","Impossible","right","369"
"0","left","newpossa5.bmp","Possible","right","2365"
"1","left","newpossa6.bmp","Possible","left","856"
"1","right","impossc2.bmp","Impossible","right","684"
"1","left","newpossh5.bmp","Possible","left","510"
"1","left","newpossg2.bmp","Possible","left","582"
"1","right","impossc3.bmp","Impossible","right","402"
"1","right","impossa5.bmp","Impossible","right","391"
"1","left","newpossb1.bmp","Possible","left","605"
"1","left","newpossc6.bmp","Possible","left","632"
"1","right","impossi5.bmp","Impossible","right","453"
"1","left","newpossi1.bmp","Possible","left","290"
"1","left","newpossg1.bmp","Possible","left","715"
"1","right","impossg6.bmp","Impossible","right","310"
"1","right","impossh1.bmp","Impossible","right","708"
"1","left","newpossa2.bmp","Possible","left","535"
"1","left","newpossb2.bmp","Possible","left","430"
"0","right","impossi1.bmp","Impossible","left","416"
"1","right","impossi4.bmp","Impossible","right","441"
"0","right","impossg1.bmp","Impossible","left","1728"
"1","left","newpossh6.bmp","Possible","left","497"
"0","left","newpossc1.bmp","Possible","right","1816"
"1","left","newpossa1.bmp","Possible","left","628"
"1","left","newpossc5_83_ud.bmp","Possible","left","583"
"1","right","impossi6_19_lr.bmp","Impossible","right","346"
"0","left","newpossh2_216_lr.bmp","Possible","right","649"
