"correct","correct_response","image","label","response","response_time"
"0","left","newpossc4.bmp","Possible","right","3177"
"1","left","newpossi6.bmp","Possible","left","20485"
"1","right","impossb3.bmp","Impossible","right","1639"
"1","right","impossg2.bmp","Impossible","right","10781"
"1","right","impossc5.bmp","Impossible","right","2955"
"1","left","newpossa4.bmp","Possible","left","2162"
"1","right","impossi3.bmp","Impossible","right","774"
"1","left","newpossa3.bmp","Possible","left","1506"
"1","left","newpossa7.bmp","Possible","left","2722"
"1","right","impossc1.bmp","Impossible","right","1086"
"1","left","newpossa6.bmp","Possible","left","759"
"1","left","newpossc2.bmp","Possible","left","983"
"1","right","impossh2.bmp","Impossible","right","1287"
"0","right","impossh5.bmp","Impossible","left","5616"
"1","right","impossi6.bmp","Impossible","right","7132"
"0","left","newpossi3.bmp","Possible","right","5856"
"1","left","newpossa8.bmp","Possible","left","708"
"1","right","impossb4.bmp","Impossible","right","644"
"1","right","impossc4.bmp","Impossible","right","1719"
"1","left","newpossb5.bmp","Possible","left","1709"
"1","right","impossb2.bmp","Impossible","right","1186"
"1","right","impossc2.bmp","Impossible","right","4540"
"1","left","newpossh3.bmp","Possible","left","1631"
"1","left","newpossb2.bmp","Possible","left","1993"
"1","right","impossg1.bmp","Impossible","right","2872"
"1","left","newpossa1.bmp","Possible","left","1372"
"1","right","impossg4.bmp","Impossible","right","1016"
"1","left","newpossb1.bmp","Possible","left","10479"
"1","right","impossi5.bmp","Impossible","right","778"
"1","left","newpossh1.bmp","Possible","left","899"
"1","right","impossh6.bmp","Impossible","right","547"
"0","right","impossa7.bmp","Impossible","left","616"
"1","right","impossa2.bmp","Impossible","right","871"
"1","right","impossg3.bmp","Impossible","right","1451"
"1","right","impossa8.bmp","Impossible","right","1021"
"1","right","impossg5.bmp","Impossible","right","1353"
"1","left","newpossg8.bmp","Possible","left","1392"
"1","right","impossg7.bmp","Impossible","right","630"
"0","right","impossh3.bmp","Impossible","left","2416"
"1","left","newpossb3.bmp","Possible","left","702"
"1","left","newpossg1.bmp","Possible","left","778"
"1","left","newpossh2.bmp","Possible","left","535"
"1","left","newpossc3.bmp","Possible","left","887"
"0","right","impossb1.bmp","Impossible","left","25115"
"0","right","impossa1.bmp","Impossible","left","1342"
"1","left","newpossa2.bmp","Possible","left","921"
"1","left","newpossh4.bmp","Possible","left","1135"
"1","left","newpossb4.bmp","Possible","left","893"
"1","right","impossh4.bmp","Impossible","right","948"
"1","right","impossa5.bmp","Impossible","right","1063"
"1","right","impossi2.bmp","Impossible","right","598"
"1","right","impossi1.bmp","Impossible","right","15520"
"1","left","newpossg2.bmp","Possible","left","1084"
"1","left","newpossa5.bmp","Possible","left","1787"
"0","right","impossa3.bmp","Impossible","left","688"
"1","right","impossh1.bmp","Impossible","right","868"
"1","left","newpossh6.bmp","Possible","left","1154"
"1","left","newpossg6.bmp","Possible","left","761"
"0","left","newpossg7.bmp","Possible","right","5812"
"1","left","newpossi4.bmp","Possible","left","800"
"1","left","newpossg5.bmp","Possible","left","684"
"1","right","impossc3.bmp","Impossible","right","1193"
"1","right","impossa4.bmp","Impossible","right","1527"
"1","right","impossi4.bmp","Impossible","right","1216"
"1","left","newpossc1.bmp","Possible","left","1453"
"1","left","newpossg4.bmp","Possible","left","881"
"1","left","newpossh5.bmp","Possible","left","932"
"1","left","newpossg3.bmp","Possible","left","857"
"1","left","newpossi1.bmp","Possible","left","1321"
"1","left","newpossc6.bmp","Possible","left","853"
"0","right","impossb6.bmp","Impossible","left","802"
"1","left","newpossb6.bmp","Possible","left","3157"
"1","left","newpossc5.bmp","Possible","left","548"
"1","left","newpossi5.bmp","Possible","left","1051"
"1","right","impossb5.bmp","Impossible","right","1775"
"1","right","impossg6.bmp","Impossible","right","645"
"1","right","impossg8.bmp","Impossible","right","732"
"1","right","impossa6.bmp","Impossible","right","989"
"1","right","impossc6.bmp","Impossible","right","2644"
"1","left","newpossi2.bmp","Possible","left","985"
"1","left","newpossc5_157_ud.bmp","Possible","left","644"
"1","left","newpossb4_349_lr.bmp","Possible","left","657"
"1","left","newpossb3_130.bmp","Possible","left","1215"
"1","left","newpossi2_232_ud.bmp","Possible","left","1128"
"1","left","newpossa3_323.bmp","Possible","left","832"
"1","right","impossc1_355_lr.bmp","Impossible","right","1458"
"1","left","newpossa3_340.bmp","Possible","left","990"
"1","right","impossc2_66.bmp","Impossible","right","3600"
"1","left","newpossh6_195.bmp","Possible","left","916"
"1","right","impossg4_73_lr.bmp","Impossible","right","1275"
"1","right","impossa3_224_lr.bmp","Impossible","right","1089"
"1","left","newpossh2_216_lr.bmp","Possible","left","892"
"1","right","impossg3_187_ud.bmp","Impossible","right","726"
"1","right","impossi6_276.bmp","Impossible","right","775"
"1","right","impossg5_78_lr.bmp","Impossible","right","716"
"0","left","newpossg7_270_lr.bmp","Possible","right","992"
"1","left","newpossa4_70_lr.bmp","Possible","left","1228"
"1","left","newpossc5_83_ud.bmp","Possible","left","1830"
"1","left","newpossg8_112_lr.bmp","Possible","left","1205"
"1","left","newpossb6_303.bmp","Possible","left","924"
"1","left","newpossc4_339_ud.bmp","Possible","left","1377"
"1","left","newpossi5_65_lr.bmp","Possible","left","1627"
"1","right","impossc3_125_lr.bmp","Impossible","right","1103"
"1","left","newpossb6_305_lr.bmp","Possible","left","1684"
"1","left","newpossh1_95.bmp","Possible","left","1677"
"1","right","impossh4_166_lr.bmp","Impossible","right","850"
"1","right","impossb2_339_lr.bmp","Impossible","right","889"
"1","left","newpossa2_49.bmp","Possible","left","727"
"1","right","impossg6_80_ud.bmp","Impossible","right","848"
"1","right","impossa1_37_ud.bmp","Impossible","right","805"
"1","left","newpossi4_74.bmp","Possible","left","891"
"1","right","impossi5_197_lr.bmp","Impossible","right","634"
"1","right","impossb1_271.bmp","Impossible","right","652"
"0","left","newpossa7_267_lr.bmp","Possible","right","1216"
"1","right","impossa7_277.bmp","Impossible","right","1216"
"1","right","impossb3_318_ud.bmp","Impossible","right","1434"
"1","left","newpossh5_294_lr.bmp","Possible","left","562"
"1","right","impossb2_303.bmp","Impossible","right","675"
"1","right","impossc4_343_ud.bmp","Impossible","right","1828"
"1","right","impossa4_133_ud.bmp","Impossible","right","649"
"1","left","newpossh6_62_ud.bmp","Possible","left","752"
"1","left","newpossh5_334.bmp","Possible","left","841"
"1","right","impossg1_322_ud.bmp","Impossible","right","713"
"1","right","impossb5_223_ud.bmp","Impossible","right","579"
"1","left","newpossc6_191_lr.bmp","Possible","left","447"
"1","right","impossa6_246_lr.bmp","Impossible","right","623"
"1","left","newpossi1_304_lr.bmp","Possible","left","691"
"1","right","impossc5_330.bmp","Impossible","right","2172"
"1","left","newpossh4_83_ud.bmp","Possible","left","2063"
"0","left","newpossg7_258_ud.bmp","Possible","right","2246"
"1","right","impossi1_81_lr.bmp","Impossible","right","859"
"1","right","impossh5_165_lr.bmp","Impossible","right","658"
"1","right","impossa2_270.bmp","Impossible","right","556"
"1","right","impossb6_207.bmp","Impossible","right","602"
"1","right","impossi1_355_lr.bmp","Impossible","right","612"
"0","left","newpossb3_64_lr.bmp","Possible","right","2660"
"1","left","newpossb5_194_ud.bmp","Possible","left","920"
"0","left","newpossh2_324.bmp","Possible","right","883"
"1","left","newpossc3_251.bmp","Possible","left","990"
"1","left","newpossc2_283.bmp","Possible","left","701"
"1","left","newpossa5_96_ud.bmp","Possible","left","842"
"1","left","newpossc6_32_ud.bmp","Possible","left","901"
"1","right","impossc6_270_ud.bmp","Impossible","right","613"
"1","right","impossc6_89_lr.bmp","Impossible","right","1414"
"1","right","impossb5_298_ud.bmp","Impossible","right","624"
"1","right","impossh1_353_lr.bmp","Impossible","right","528"
"1","right","impossi4_97_ud.bmp","Impossible","right","669"
"1","right","impossh6_270_ud.bmp","Impossible","right","2001"
"1","left","newpossa7_44_ud.bmp","Possible","left","590"
"1","left","newpossi2_26_lr.bmp","Possible","left","871"
"1","left","newpossc3_8_lr.bmp","Possible","left","967"
"1","right","impossg1_182_ud.bmp","Impossible","right","1523"
"1","left","newpossg2_2.bmp","Possible","left","556"
"1","right","impossg7_249_ud.bmp","Impossible","right","1138"
"1","right","impossg4_314_lr.bmp","Impossible","right","802"
"1","right","impossg6_36_lr.bmp","Impossible","right","693"
"1","left","newpossi1_297_lr.bmp","Possible","left","1840"
"1","left","newpossb2_123_ud.bmp","Possible","left","2222"
"0","right","impossa5_189.bmp","Impossible","left","818"
"0","right","impossi3_67.bmp","Impossible","left","708"
"1","right","impossc2_158_ud.bmp","Impossible","right","1505"
"1","right","impossg3_207_ud.bmp","Impossible","right","771"
"1","right","impossg2_46_lr.bmp","Impossible","right","759"
"1","left","newpossa8_34_lr.bmp","Possible","left","3723"
"1","right","impossh2_89_ud.bmp","Impossible","right","597"
"1","left","newpossi4_69_lr.bmp","Possible","left","495"
"1","right","impossc1_139_lr.bmp","Impossible","right","807"
"1","right","impossh6_31.bmp","Impossible","right","618"
"1","left","newpossc1_220_ud.bmp","Possible","left","1652"
"1","left","newpossi6_327_lr.bmp","Possible","left","2778"
"0","left","newpossb1_10_ud.bmp","Possible","right","7390"
"1","left","newpossg6_259_ud.bmp","Possible","left","933"
"1","left","newpossg6_297_lr.bmp","Possible","left","955"
"1","right","impossh2_102_ud.bmp","Impossible","right","676"
"1","right","impossg8_128.bmp","Impossible","right","601"
"1","right","impossb1_167_lr.bmp","Impossible","right","572"
"0","left","newpossh3_18_ud.bmp","Possible","right","838"
"1","left","newpossg5_45_lr.bmp","Possible","left","542"
"1","right","impossh1_126_lr.bmp","Impossible","right","758"
"1","right","impossa1_60_ud.bmp","Impossible","right","735"
"1","left","newpossi5_282_lr.bmp","Possible","left","729"
"1","right","impossg5_144_ud.bmp","Impossible","right","487"
"1","left","newpossa2_349_lr.bmp","Possible","left","662"
"1","right","impossa8_209_lr.bmp","Impossible","right","547"
"1","right","impossc4_165_lr.bmp","Impossible","right","868"
"1","right","impossh3_60_ud.bmp","Impossible","right","637"
"1","left","newpossi3_284.bmp","Possible","left","1079"
"1","left","newpossb4_204.bmp","Possible","left","786"
"1","left","newpossg2_359_lr.bmp","Possible","left","729"
"1","left","newpossg4_322.bmp","Possible","left","624"
"1","left","newpossi6_325_lr.bmp","Possible","left","953"
"1","right","impossb3_305_ud.bmp","Impossible","right","608"
"1","left","newpossh4_259.bmp","Possible","left","1527"
"1","left","newpossh3_32_ud.bmp","Possible","left","1284"
"0","left","newpossg8_332_ud.bmp","Possible","right","947"
"1","right","impossa2_216_lr.bmp","Impossible","right","443"
"1","left","newpossa4_209_lr.bmp","Possible","left","1167"
"1","right","impossg8_50_lr.bmp","Impossible","right","627"
"1","right","impossi3_137_ud.bmp","Impossible","right","711"
"1","left","newpossa5_92.bmp","Possible","left","918"
"1","left","newpossg3_170_lr.bmp","Possible","left","1062"
"1","right","impossa7_348.bmp","Impossible","right","594"
"1","left","newpossg5_318_lr.bmp","Possible","left","1050"
"1","right","impossa6_102.bmp","Impossible","right","628"
"1","right","impossa5_46_ud.bmp","Impossible","right","988"
"1","left","newpossg1_59_ud.bmp","Possible","left","856"
"1","right","impossb4_269.bmp","Impossible","right","656"
"0","left","newpossh1_352_lr.bmp","Possible","right","701"
"1","right","impossb4_176_ud.bmp","Impossible","right","710"
"1","left","newpossa6_200_lr.bmp","Possible","left","473"
"1","right","impossi2_96.bmp","Impossible","right","578"
"1","left","newpossc2_102_lr.bmp","Possible","left","591"
"1","right","impossa4_248_ud.bmp","Impossible","right","797"
"0","right","impossc3_125.bmp","Impossible","left","758"
"1","left","newpossa1_331_lr.bmp","Possible","left","725"
"1","left","newpossg4_344_ud.bmp","Possible","left","1144"
"1","left","newpossc4_21_ud.bmp","Possible","left","1069"
"1","right","impossc5_74_ud.bmp","Impossible","right","637"
"1","right","impossb6_263_lr.bmp","Impossible","right","566"
"1","left","newpossa1_70_lr.bmp","Possible","left","806"
"1","right","impossa3_82_ud.bmp","Impossible","right","1143"
"1","left","newpossa8_115_lr.bmp","Possible","left","1798"
"1","right","impossi2_257.bmp","Impossible","right","1319"
"0","right","impossg2_175_ud.bmp","Impossible","left","1528"
"1","left","newpossg3_108.bmp","Possible","left","1133"
"1","right","impossi6_19_lr.bmp","Impossible","right","581"
"1","left","newpossc1_190.bmp","Possible","left","1424"
"1","right","impossh4_331_lr.bmp","Impossible","right","1108"
"1","left","newpossb1_161_lr.bmp","Possible","left","1794"
"1","left","newpossb5_354_lr.bmp","Possible","left","1106"
"1","right","impossa8_292.bmp","Impossible","right","1821"
"1","left","newpossi3_154_lr.bmp","Possible","left","611"
"1","right","impossi4_68_lr.bmp","Impossible","right","730"
"1","left","newpossg1_281.bmp","Possible","left","768"
"1","right","impossh3_141_lr.bmp","Impossible","right","635"
"1","right","impossh5_229.bmp","Impossible","right","587"
"1","right","impossi5_98.bmp","Impossible","right","888"
"1","left","newpossb2_6.bmp","Possible","left","770"
"1","right","impossg7_109_lr.bmp","Impossible","right","959"
"1","left","newpossa6_54_ud.bmp","Possible","left","2420"
