"correct","correct_response","image","label","response","response_time"
"1","left","newpossg2.bmp","Possible","left","2217"
"1","right","impossc6.bmp","Impossible","right","980"
"1","left","newpossa8.bmp","Possible","left","995"
"1","right","impossg8.bmp","Impossible","right","1127"
"1","left","newpossb6.bmp","Possible","left","1269"
"1","right","impossg7.bmp","Impossible","right","1081"
"1","right","impossh1.bmp","Impossible","right","677"
"1","left","newpossc5.bmp","Possible","left","918"
"1","right","impossa4.bmp","Impossible","right","1471"
"1","right","impossc2.bmp","Impossible","right","788"
"1","left","newpossb4.bmp","Possible","left","336"
"0","left","newpossh1.bmp","Possible","right","2056"
"1","right","impossh4.bmp","Impossible","right","347"
"1","left","newpossc6.bmp","Possible","left","337"
"0","left","newpossa1.bmp","Possible","right","795"
"0","left","newpossa3.bmp","Possible","right","1194"
"1","right","impossg1.bmp","Impossible","right","660"
"1","left","newpossi1.bmp","Possible","left","1186"
"1","right","impossi4.bmp","Impossible","right","408"
"1","left","newpossb3.bmp","Possible","left","877"
"0","left","newpossb1.bmp","Possible","right","459"
"1","left","newpossh6.bmp","Possible","left","381"
"1","left","newpossb5.bmp","Possible","left","1370"
"1","right","impossh2.bmp","Impossible","right","669"
"1","left","newpossb2.bmp","Possible","left","605"
"1","left","newpossc4.bmp","Possible","left","1343"
"1","left","newpossg7.bmp","Possible","left","924"
"1","left","newpossi4.bmp","Possible","left","522"
"1","right","impossi6.bmp","Impossible","right","583"
"1","left","newpossh3.bmp","Possible","left","1044"
"1","right","impossb1.bmp","Impossible","right","627"
"0","right","impossa7.bmp","Impossible","left","688"
"0","right","impossi1.bmp","Impossible","left","447"
"0","right","impossi5.bmp","Impossible","left","826"
"1","left","newpossi5.bmp","Possible","left","598"
"1","right","impossg3.bmp","Impossible","right","777"
"1","left","newpossc1.bmp","Possible","left","483"
"1","left","newpossi3.bmp","Possible","left","774"
"1","right","impossc1.bmp","Impossible","right","705"
"0","right","impossb3.bmp","Impossible","left","1239"
"1","right","impossg2.bmp","Impossible","right","764"
"1","left","newpossa5.bmp","Possible","left","640"
"0","left","newpossg8.bmp","Possible","right","639"
"1","right","impossh3.bmp","Impossible","right","1150"
"1","right","impossg4.bmp","Impossible","right","604"
"1","right","impossi2.bmp","Impossible","right","778"
"1","left","newpossa7.bmp","Possible","left","812"
"1","right","impossh6.bmp","Impossible","right","564"
"1","right","impossa2.bmp","Impossible","right","602"
"1","left","newpossc2.bmp","Possible","left","704"
"1","left","newpossg4.bmp","Possible","left","636"
"1","right","impossb4.bmp","Impossible","right","498"
"1","right","impossa8.bmp","Impossible","right","446"
"1","right","impossb2.bmp","Impossible","right","542"
"1","right","impossb5.bmp","Impossible","right","439"
"1","left","newpossa2.bmp","Possible","left","729"
"1","left","newpossi2.bmp","Possible","left","547"
"0","left","newpossi6.bmp","Possible","right","517"
"0","left","newpossg3.bmp","Possible","right","547"
"1","left","newpossc3.bmp","Possible","left","951"
"1","right","impossa1.bmp","Impossible","right","644"
"1","right","impossa3.bmp","Impossible","right","779"
"1","right","impossc3.bmp","Impossible","right","1653"
"1","left","newpossa6.bmp","Possible","left","1845"
"1","left","newpossh4.bmp","Possible","left","453"
"1","right","impossc4.bmp","Impossible","right","528"
"1","left","newpossh2.bmp","Possible","left","1137"
"1","right","impossh5.bmp","Impossible","right","481"
"1","right","impossb6.bmp","Impossible","right","371"
"1","right","impossc5.bmp","Impossible","right","324"
"0","right","impossa6.bmp","Impossible","left","850"
"1","left","newpossg5.bmp","Possible","left","1122"
"0","right","impossa5.bmp","Impossible","left","1325"
"1","right","impossg5.bmp","Impossible","right","416"
"0","left","newpossg1.bmp","Possible","right","600"
"1","left","newpossa4.bmp","Possible","left","947"
"1","left","newpossg6.bmp","Possible","left","496"
"1","left","newpossh5.bmp","Possible","left","567"
"1","right","impossg6.bmp","Impossible","right","483"
"1","right","impossi3.bmp","Impossible","right","805"
"0","right","impossa6_102.bmp","Impossible","left","1023"
"1","right","impossi2_257.bmp","Impossible","right","597"
"0","right","impossh1_353_lr.bmp","Impossible","left","733"
"1","left","newpossa5_96_ud.bmp","Possible","left","499"
"0","right","impossi1_81_lr.bmp","Impossible","left","881"
"1","right","impossh5_229.bmp","Impossible","right","699"
"0","left","newpossg3_170_lr.bmp","Possible","right","661"
"1","right","impossc3_125_lr.bmp","Impossible","right","376"
"1","left","newpossc2_283.bmp","Possible","left","647"
"1","left","newpossc6_32_ud.bmp","Possible","left","760"
"1","left","newpossg2_359_lr.bmp","Possible","left","1023"
"1","left","newpossb3_64_lr.bmp","Possible","left","1204"
"1","left","newpossa1_331_lr.bmp","Possible","left","453"
"1","left","newpossg8_332_ud.bmp","Possible","left","710"
"0","left","newpossi2_26_lr.bmp","Possible","right","963"
"1","right","impossi3_67.bmp","Impossible","right","462"
"1","right","impossc2_66.bmp","Impossible","right","536"
"1","left","newpossh5_294_lr.bmp","Possible","left","1876"
"0","right","impossg8_128.bmp","Impossible","left","845"
"1","right","impossi5_98.bmp","Impossible","right","435"
"1","right","impossc1_139_lr.bmp","Impossible","right","342"
"1","right","impossh6_270_ud.bmp","Impossible","right","517"
"1","left","newpossc6_191_lr.bmp","Possible","left","705"
"1","left","newpossa8_34_lr.bmp","Possible","left","1287"
"1","left","newpossh3_32_ud.bmp","Possible","left","706"
"1","right","impossh4_331_lr.bmp","Impossible","right","1053"
"1","right","impossc3_125.bmp","Impossible","right","397"
"1","right","impossg2_175_ud.bmp","Impossible","right","872"
"0","left","newpossc3_8_lr.bmp","Possible","right","2293"
"1","left","newpossh4_259.bmp","Possible","left","1120"
"1","left","newpossb4_349_lr.bmp","Possible","left","793"
"1","left","newpossa4_209_lr.bmp","Possible","left","1373"
"1","right","impossa7_277.bmp","Impossible","right","469"
"1","right","impossg5_144_ud.bmp","Impossible","right","537"
"1","right","impossb1_271.bmp","Impossible","right","443"
"1","right","impossb6_207.bmp","Impossible","right","1075"
"1","left","newpossh1_95.bmp","Possible","left","1330"
"1","right","impossc6_89_lr.bmp","Impossible","right","401"
"0","left","newpossa8_115_lr.bmp","Possible","right","743"
"1","left","newpossi1_304_lr.bmp","Possible","left","695"
"1","left","newpossi3_154_lr.bmp","Possible","left","644"
"1","left","newpossa4_70_lr.bmp","Possible","left","649"
"1","left","newpossb3_130.bmp","Possible","left","469"
"1","right","impossi6_276.bmp","Impossible","right","511"
"1","left","newpossi4_74.bmp","Possible","left","372"
"1","left","newpossh1_352_lr.bmp","Possible","left","762"
"0","right","impossa5_46_ud.bmp","Impossible","left","2621"
"1","right","impossh3_141_lr.bmp","Impossible","right","551"
"1","right","impossg6_36_lr.bmp","Impossible","right","376"
"1","right","impossb3_305_ud.bmp","Impossible","right","348"
"1","left","newpossg6_259_ud.bmp","Possible","left","438"
"1","left","newpossi5_65_lr.bmp","Possible","left","1231"
"1","right","impossg7_109_lr.bmp","Impossible","right","428"
"1","right","impossc6_270_ud.bmp","Impossible","right","471"
"0","right","impossh4_166_lr.bmp","Impossible","left","734"
