"correct","correct_response","image","label","response","response_time"
"1","left","newpossc4.bmp","Possible","left","1178"
"0","left","newpossi5.bmp","Possible","right","761"
"1","left","newpossi6.bmp","Possible","left","739"
"0","right","impossb2.bmp","Impossible","left","931"
"0","right","impossh6.bmp","Impossible","left","517"
"0","right","impossa7.bmp","Impossible","left","1971"
"1","right","impossh5.bmp","Impossible","right","3027"
"1","left","newpossg2.bmp","Possible","left","1905"
"1","left","newpossg6.bmp","Possible","left","1799"
"1","left","newpossh6.bmp","Possible","left","6285"
"1","left","newpossa6.bmp","Possible","left","1676"
"1","right","impossa5.bmp","Impossible","right","1165"
"1","left","newpossc2.bmp","Possible","left","1188"
"0","left","newpossb3.bmp","Possible","right","1198"
"1","right","impossa8.bmp","Impossible","right","877"
"1","right","impossi2.bmp","Impossible","right","839"
"1","left","newpossh1.bmp","Possible","left","1546"
"1","left","newpossg1.bmp","Possible","left","1675"
"1","left","newpossb1.bmp","Possible","left","749"
"1","left","newpossc1.bmp","Possible","left","2761"
"1","right","impossg1.bmp","Impossible","right","1739"
"0","left","newpossb5.bmp","Possible","right","709"
"1","right","impossi6.bmp","Impossible","right","880"
"0","right","impossb4.bmp","Impossible","left","1016"
"1","left","newpossa2.bmp","Possible","left","812"
"0","right","impossc1.bmp","Impossible","left","3508"
"1","right","impossg7.bmp","Impossible","right","1200"
"1","right","impossi4.bmp","Impossible","right","818"
"1","right","impossa4.bmp","Impossible","right","584"
"0","left","newpossg8.bmp","Possible","right","697"
"1","left","newpossh3.bmp","Possible","left","811"
"1","left","newpossa4.bmp","Possible","left","573"
"1","right","impossg3.bmp","Impossible","right","757"
"1","left","newpossi4.bmp","Possible","left","792"
"1","right","impossa3.bmp","Impossible","right","4593"
"1","left","newpossi1.bmp","Possible","left","1270"
"1","right","impossh1.bmp","Impossible","right","670"
"1","right","impossi3.bmp","Impossible","right","621"
"1","right","impossg8.bmp","Impossible","right","918"
"1","left","newpossc3.bmp","Possible","left","374"
"1","right","impossb1.bmp","Impossible","right","691"
"1","left","newpossa5.bmp","Possible","left","720"
"1","right","impossa1.bmp","Impossible","right","421"
"1","left","newpossg3.bmp","Possible","left","633"
"1","right","impossc2.bmp","Impossible","right","671"
"0","right","impossc3.bmp","Impossible","left","676"
"1","right","impossh2.bmp","Impossible","right","510"
"1","right","impossc4.bmp","Impossible","right","425"
"0","right","impossb3.bmp","Impossible","left","1111"
"1","left","newpossa3.bmp","Possible","left","553"
"1","left","newpossg5.bmp","Possible","left","529"
"1","right","impossg4.bmp","Impossible","right","595"
"0","left","newpossg7.bmp","Possible","right","2345"
"1","right","impossa6.bmp","Impossible","right","572"
"1","left","newpossa8.bmp","Possible","left","702"
"0","left","newpossi3.bmp","Possible","right","2433"
"1","right","impossc6.bmp","Impossible","right","1134"
"1","left","newpossc5.bmp","Possible","left","643"
"0","right","impossi1.bmp","Impossible","left","658"
"1","right","impossg5.bmp","Impossible","right","1595"
"1","right","impossb6.bmp","Impossible","right","1084"
"1","left","newpossa7.bmp","Possible","left","622"
"1","left","newpossi2.bmp","Possible","left","535"
"0","left","newpossb6.bmp","Possible","right","491"
"1","left","newpossh4.bmp","Possible","left","537"
"1","right","impossi5.bmp","Impossible","right","539"
"1","right","impossb5.bmp","Impossible","right","643"
"1","right","impossc5.bmp","Impossible","right","553"
"1","left","newpossb4.bmp","Possible","left","826"
"0","right","impossg2.bmp","Impossible","left","626"
"1","left","newpossh5.bmp","Possible","left","1816"
"1","left","newpossc6.bmp","Possible","left","602"
"1","left","newpossa1.bmp","Possible","left","1458"
"1","right","impossh3.bmp","Impossible","right","425"
"1","left","newpossh2.bmp","Possible","left","2262"
"1","left","newpossb2.bmp","Possible","left","596"
"1","right","impossh4.bmp","Impossible","right","380"
"1","right","impossg6.bmp","Impossible","right","494"
"1","right","impossa2.bmp","Impossible","right","585"
"1","left","newpossg4.bmp","Possible","left","336"
"1","right","impossc4_165_lr.bmp","Impossible","right","573"
"1","right","impossi3_137_ud.bmp","Impossible","right","1483"
"1","right","impossa5_189.bmp","Impossible","right","424"
"0","right","impossg8_50_lr.bmp","Impossible","left","735"
"1","left","newpossh3_32_ud.bmp","Possible","left","424"
"1","right","impossc1_139_lr.bmp","Impossible","right","973"
"1","left","newpossc2_283.bmp","Possible","left","415"
"1","right","impossi3_67.bmp","Impossible","right","531"
"1","left","newpossh4_83_ud.bmp","Possible","left","2359"
"1","left","newpossa8_115_lr.bmp","Possible","left","623"
"1","left","newpossa4_209_lr.bmp","Possible","left","907"
"1","right","impossg5_78_lr.bmp","Impossible","right","456"
"1","right","impossg8_128.bmp","Impossible","right","330"
"0","left","newpossa7_267_lr.bmp","Possible","right","651"
"1","left","newpossg6_297_lr.bmp","Possible","left","1104"
"1","left","newpossh6_195.bmp","Possible","left","2402"
"1","right","impossg2_46_lr.bmp","Impossible","right","901"
"1","right","impossg2_175_ud.bmp","Impossible","right","733"
"1","right","impossi4_97_ud.bmp","Impossible","right","388"
"1","left","newpossb4_204.bmp","Possible","left","893"
"1","right","impossh5_229.bmp","Impossible","right","1418"
"1","right","impossh1_126_lr.bmp","Impossible","right","985"
"1","right","impossa1_60_ud.bmp","Impossible","right","783"
"1","left","newpossa6_54_ud.bmp","Possible","left","851"
"0","right","impossb1_271.bmp","Impossible","left","2440"
"1","right","impossa4_248_ud.bmp","Impossible","right","630"
"1","left","newpossb5_354_lr.bmp","Possible","left","1286"
"0","left","newpossb5_194_ud.bmp","Possible","right","1489"
"1","right","impossa5_46_ud.bmp","Impossible","right","312"
"1","right","impossa2_270.bmp","Impossible","right","614"
"1","left","newpossh1_352_lr.bmp","Possible","left","521"
"0","left","newpossa5_96_ud.bmp","Possible","right","879"
"1","right","impossc5_74_ud.bmp","Impossible","right","697"
"1","right","impossi5_197_lr.bmp","Impossible","right","654"
"1","left","newpossa8_34_lr.bmp","Possible","left","808"
"1","right","impossb5_223_ud.bmp","Impossible","right","527"
"1","left","newpossc1_220_ud.bmp","Possible","left","976"
"1","right","impossi2_257.bmp","Impossible","right","505"
"1","left","newpossi1_304_lr.bmp","Possible","left","768"
"0","right","impossb3_305_ud.bmp","Impossible","left","1651"
"1","left","newpossi6_327_lr.bmp","Possible","left","405"
"1","right","impossi5_98.bmp","Impossible","right","401"
"1","right","impossh4_166_lr.bmp","Impossible","right","463"
"1","right","impossb5_298_ud.bmp","Impossible","right","596"
"1","left","newpossb1_10_ud.bmp","Possible","left","469"
"0","right","impossi2_96.bmp","Impossible","left","661"
"0","right","impossa7_277.bmp","Impossible","left","259"
"1","left","newpossa1_70_lr.bmp","Possible","left","953"
"1","left","newpossa2_49.bmp","Possible","left","500"
"1","left","newpossc5_83_ud.bmp","Possible","left","341"
"0","left","newpossa5_92.bmp","Possible","right","1901"
"0","right","impossa7_348.bmp","Impossible","left","1908"
"1","right","impossh3_141_lr.bmp","Impossible","right","594"
"1","right","impossi6_276.bmp","Impossible","right","309"
"1","right","impossh5_165_lr.bmp","Impossible","right","640"
"1","left","newpossb2_6.bmp","Possible","left","68"
"0","left","newpossh4_259.bmp","Possible","right","1318"
"1","right","impossc2_66.bmp","Impossible","right","674"
"0","right","impossb3_318_ud.bmp","Impossible","left","488"
"1","left","newpossh5_294_lr.bmp","Possible","left","217"
"0","left","newpossc1_190.bmp","Possible","right","734"
"1","left","newpossc4_339_ud.bmp","Possible","left","666"
"0","left","newpossg7_258_ud.bmp","Possible","right","1308"
"1","right","impossc4_343_ud.bmp","Impossible","right","448"
"1","left","newpossg4_322.bmp","Possible","left","406"
"0","left","newpossa4_70_lr.bmp","Possible","right","2403"
"1","right","impossb2_303.bmp","Impossible","right","700"
"1","left","newpossb6_305_lr.bmp","Possible","left","564"
"1","left","newpossi3_154_lr.bmp","Possible","left","496"
"0","left","newpossb6_303.bmp","Possible","right","1210"
"1","right","impossh2_102_ud.bmp","Impossible","right","413"
"0","right","impossg4_314_lr.bmp","Impossible","left","483"
"1","left","newpossg1_59_ud.bmp","Possible","left","336"
"0","left","newpossi2_26_lr.bmp","Possible","right","626"
"1","right","impossa6_246_lr.bmp","Impossible","right","457"
"1","right","impossg7_109_lr.bmp","Impossible","right","791"
"1","left","newpossb3_64_lr.bmp","Possible","left","1411"
"1","left","newpossa7_44_ud.bmp","Possible","left","497"
"0","left","newpossa3_323.bmp","Possible","right","858"
"1","left","newpossa3_340.bmp","Possible","left","495"
"1","right","impossa2_216_lr.bmp","Impossible","right","458"
"0","left","newpossh3_18_ud.bmp","Possible","right","1618"
"1","right","impossc1_355_lr.bmp","Impossible","right","525"
"1","left","newpossg5_45_lr.bmp","Possible","left","222"
"1","left","newpossi1_297_lr.bmp","Possible","left","514"
"0","left","newpossi2_232_ud.bmp","Possible","right","2130"
"0","left","newpossg1_281.bmp","Possible","right","2899"
"1","right","impossc2_158_ud.bmp","Impossible","right","400"
"0","right","impossi4_68_lr.bmp","Impossible","left","822"
"0","right","impossg4_73_lr.bmp","Impossible","left","295"
"1","left","newpossh2_216_lr.bmp","Possible","left","1142"
"1","right","impossg6_80_ud.bmp","Impossible","right","635"
"1","left","newpossg8_332_ud.bmp","Possible","left","293"
"1","right","impossa1_37_ud.bmp","Impossible","right","513"
"1","left","newpossg7_270_lr.bmp","Possible","left","635"
"1","left","newpossb3_130.bmp","Possible","left","279"
"1","right","impossh3_60_ud.bmp","Impossible","right","586"
"1","left","newpossc4_21_ud.bmp","Possible","left","860"
"1","right","impossh6_31.bmp","Impossible","right","335"
"1","left","newpossh1_95.bmp","Possible","left","197"
"1","right","impossh4_331_lr.bmp","Impossible","right","389"
"1","right","impossg3_187_ud.bmp","Impossible","right","586"
"0","right","impossi1_81_lr.bmp","Impossible","left","557"
"1","left","newpossh2_324.bmp","Possible","left","737"
"1","left","newpossc6_191_lr.bmp","Possible","left","2844"
"1","left","newpossb4_349_lr.bmp","Possible","left","599"
"0","left","newpossh6_62_ud.bmp","Possible","right","740"
"1","left","newpossc3_251.bmp","Possible","left","492"
"1","left","newpossc2_102_lr.bmp","Possible","left","234"
"1","left","newpossg3_108.bmp","Possible","left","558"
"1","right","impossh6_270_ud.bmp","Impossible","right","316"
"1","right","impossb6_263_lr.bmp","Impossible","right","445"
"0","right","impossb4_176_ud.bmp","Impossible","left","1234"
"1","right","impossa4_133_ud.bmp","Impossible","right","690"
"1","right","impossa6_102.bmp","Impossible","right","447"
"1","left","newpossg8_112_lr.bmp","Possible","left","351"
"1","left","newpossc6_32_ud.bmp","Possible","left","655"
"1","right","impossa3_82_ud.bmp","Impossible","right","396"
"1","left","newpossg2_2.bmp","Possible","left","539"
"1","left","newpossi4_74.bmp","Possible","left","1225"
"1","left","newpossi3_284.bmp","Possible","left","512"
"1","right","impossa3_224_lr.bmp","Impossible","right","548"
"1","right","impossb2_339_lr.bmp","Impossible","right","512"
"1","left","newpossg4_344_ud.bmp","Possible","left","402"
"1","right","impossh1_353_lr.bmp","Impossible","right","531"
"1","left","newpossi5_65_lr.bmp","Possible","left","2137"
"1","right","impossb4_269.bmp","Impossible","right","364"
"1","right","impossc6_270_ud.bmp","Impossible","right","269"
"0","right","impossi1_355_lr.bmp","Impossible","left","345"
"1","right","impossh2_89_ud.bmp","Impossible","right","303"
"1","right","impossg7_249_ud.bmp","Impossible","right","549"
"1","right","impossc6_89_lr.bmp","Impossible","right","645"
"1","right","impossi6_19_lr.bmp","Impossible","right","740"
"1","left","newpossb1_161_lr.bmp","Possible","left","1338"
"1","left","newpossc5_157_ud.bmp","Possible","left","618"
"1","left","newpossi6_325_lr.bmp","Possible","left","336"
"1","right","impossg5_144_ud.bmp","Impossible","right","372"
"1","left","newpossc3_8_lr.bmp","Possible","left","792"
"1","right","impossa8_209_lr.bmp","Impossible","right","647"
"0","left","newpossa6_200_lr.bmp","Possible","right","3525"
"1","left","newpossg3_170_lr.bmp","Possible","left","761"
"1","left","newpossg5_318_lr.bmp","Possible","left","2308"
"1","left","newpossb2_123_ud.bmp","Possible","left","335"
"1","right","impossg1_322_ud.bmp","Impossible","right","272"
"1","left","newpossi5_282_lr.bmp","Possible","left","1135"
"1","right","impossc3_125_lr.bmp","Impossible","right","385"
"1","right","impossc3_125.bmp","Impossible","right","1076"
"1","right","impossg6_36_lr.bmp","Impossible","right","247"
"1","left","newpossa2_349_lr.bmp","Possible","left","668"
"1","right","impossg1_182_ud.bmp","Impossible","right","788"
"1","left","newpossa1_331_lr.bmp","Possible","left","248"
"1","right","impossa8_292.bmp","Impossible","right","641"
"0","right","impossb6_207.bmp","Impossible","left","1508"
"1","left","newpossg6_259_ud.bmp","Possible","left","359"
"1","right","impossg3_207_ud.bmp","Impossible","right","1071"
"1","left","newpossi4_69_lr.bmp","Possible","left","304"
"1","left","newpossg2_359_lr.bmp","Possible","left","876"
"1","left","newpossh5_334.bmp","Possible","left","508"
"1","right","impossb1_167_lr.bmp","Impossible","right","320"
"1","right","impossc5_330.bmp","Impossible","right","483"
