"correct","correct_response","image","label","response","response_time"
"0","right","impossi6.bmp","Impossible","left","3300"
"1","left","newpossi5.bmp","Possible","left","1477"
"1","right","impossi4.bmp","Impossible","right","2056"
"1","left","newpossa4.bmp","Possible","left","1079"
"1","right","impossc1.bmp","Impossible","right","675"
"1","left","newpossi4.bmp","Possible","left","2056"
"1","right","impossb1.bmp","Impossible","right","1824"
"1","right","impossh6.bmp","Impossible","right","2091"
"1","left","newpossb1.bmp","Possible","left","954"
"1","left","newpossg6.bmp","Possible","left","1249"
"1","right","impossa1.bmp","Impossible","right","583"
"1","left","newpossa3.bmp","Possible","left","928"
"1","left","newpossc5.bmp","Possible","left","845"
"1","left","newpossh5.bmp","Possible","left","1230"
"1","right","impossc5.bmp","Impossible","right","644"
"1","right","impossh4.bmp","Impossible","right","544"
"1","left","newpossg7.bmp","Possible","left","619"
"1","right","impossh5.bmp","Impossible","right","873"
"1","left","newpossc6.bmp","Possible","left","717"
"0","left","newpossi6.bmp","Possible","right","877"
"1","right","impossb6.bmp","Impossible","right","1662"
"1","left","newpossb5.bmp","Possible","left","1777"
"1","right","impossb4.bmp","Impossible","right","605"
"1","right","impossa2.bmp","Impossible","right","989"
"1","left","newpossc1.bmp","Possible","left","804"
"1","left","newpossa8.bmp","Possible","left","1835"
"0","left","newpossg8.bmp","Possible","right","1107"
"1","right","impossi5.bmp","Impossible","right","591"
"0","right","impossh1.bmp","Impossible","left","1553"
"1","right","impossc3.bmp","Impossible","right","1159"
"1","right","impossg4.bmp","Impossible","right","1147"
"0","right","impossg1.bmp","Impossible","left","3646"
"1","left","newpossi2.bmp","Possible","left","1313"
"1","left","newpossg1.bmp","Possible","left","737"
"1","left","newpossa6.bmp","Possible","left","897"
"1","left","newpossb3.bmp","Possible","left","1097"
"1","left","newpossb4.bmp","Possible","left","531"
"1","left","newpossg3.bmp","Possible","left","518"
"1","left","newpossh4.bmp","Possible","left","616"
"0","right","impossg3.bmp","Impossible","left","2199"
"1","right","impossc6.bmp","Impossible","right","1372"
"1","left","newpossb2.bmp","Possible","left","718"
"1","left","newpossh3.bmp","Possible","left","1018"
"1","right","impossh2.bmp","Impossible","right","760"
"1","right","impossa5.bmp","Impossible","right","774"
"1","right","impossb5.bmp","Impossible","right","682"
"1","left","newpossc2.bmp","Possible","left","873"
"1","right","impossg6.bmp","Impossible","right","502"
"1","right","impossa3.bmp","Impossible","right","616"
"1","left","newpossh2.bmp","Possible","left","956"
"1","right","impossa8.bmp","Impossible","right","840"
"1","right","impossg8.bmp","Impossible","right","1052"
"1","left","newpossa2.bmp","Possible","left","726"
"1","left","newpossa7.bmp","Possible","left","708"
"1","right","impossa7.bmp","Impossible","right","1473"
