"correct","correct_response","image","label","response","response_time"
"1","left","newpossc5.bmp","Possible","left","5363"
"1","left","newpossi6.bmp","Possible","left","2755"
"1","right","impossi3.bmp","Impossible","right","1353"
"1","left","newpossi4.bmp","Possible","left","2225"
"1","right","impossb2.bmp","Impossible","right","1863"
"0","right","impossa1.bmp","Impossible","left","2229"
"1","right","impossb3.bmp","Impossible","right","1300"
"1","left","newpossg1.bmp","Possible","left","2076"
"1","right","impossb5.bmp","Impossible","right","1878"
"1","right","impossi2.bmp","Impossible","right","1393"
"1","right","impossa4.bmp","Impossible","right","1533"
"0","left","newpossg8.bmp","Possible","right","2350"
"0","left","newpossi3.bmp","Possible","right","1202"
"1","right","impossa5.bmp","Impossible","right","3640"
"1","right","impossg7.bmp","Impossible","right","2727"
"1","left","newpossb2.bmp","Possible","left","1441"
"1","left","newpossa6.bmp","Possible","left","904"
"1","left","newpossh6.bmp","Possible","left","853"
"1","right","impossb4.bmp","Impossible","right","2375"
"1","left","newpossa4.bmp","Possible","left","1017"
"0","right","impossc5.bmp","Impossible","left","5686"
"1","left","newpossb5.bmp","Possible","left","1183"
"1","left","newpossa1.bmp","Possible","left","1441"
"1","right","impossh5.bmp","Impossible","right","4097"
"1","right","impossh6.bmp","Impossible","right","1279"
"1","right","impossi6.bmp","Impossible","right","2734"
"1","left","newpossc4.bmp","Possible","left","1354"
"1","left","newpossa2.bmp","Possible","left","757"
"1","left","newpossb3.bmp","Possible","left","1211"
"1","left","newpossa7.bmp","Possible","left","1045"
"1","left","newpossa3.bmp","Possible","left","1246"
"1","left","newpossc2.bmp","Possible","left","1818"
"1","left","newpossh4.bmp","Possible","left","985"
"0","right","impossa6.bmp","Impossible","left","1101"
"0","right","impossg1.bmp","Impossible","left","1419"
"1","right","impossc6.bmp","Impossible","right","856"
"1","left","newpossb6.bmp","Possible","left","1113"
"1","left","newpossh3.bmp","Possible","left","637"
"1","right","impossi4.bmp","Impossible","right","1004"
"1","right","impossi5.bmp","Impossible","right","1061"
"1","right","impossa7.bmp","Impossible","right","1977"
"1","left","newpossa8.bmp","Possible","left","1129"
"1","left","newpossc6.bmp","Possible","left","1438"
"1","right","impossh1.bmp","Impossible","right","813"
"0","right","impossg2.bmp","Impossible","left","1144"
"1","right","impossc3.bmp","Impossible","right","1592"
"1","right","impossa2.bmp","Impossible","right","4417"
"1","right","impossb1.bmp","Impossible","right","1050"
"0","right","impossg4.bmp","Impossible","left","2312"
"1","right","impossc2.bmp","Impossible","right","1194"
"1","left","newpossb4.bmp","Possible","left","965"
"1","left","newpossh2.bmp","Possible","left","971"
"1","left","newpossc3.bmp","Possible","left","1074"
"1","left","newpossg4.bmp","Possible","left","664"
"1","left","newpossi2.bmp","Possible","left","858"
"1","right","impossg6.bmp","Impossible","right","1093"
"1","right","impossh3.bmp","Impossible","right","870"
"1","left","newpossc1.bmp","Possible","left","803"
"1","left","newpossg3.bmp","Possible","left","1612"
"1","right","impossg8.bmp","Impossible","right","1026"
"1","left","newpossg2.bmp","Possible","left","1249"
"1","right","impossg3.bmp","Impossible","right","1839"
"1","left","newpossi5.bmp","Possible","left","697"
"1","left","newpossh5.bmp","Possible","left","2360"
"1","left","newpossg7.bmp","Possible","left","941"
"1","right","impossa8.bmp","Impossible","right","1553"
"0","right","impossi1.bmp","Impossible","left","1597"
"1","left","newpossb1.bmp","Possible","left","641"
"1","right","impossc1.bmp","Impossible","right","728"
"1","left","newpossh1.bmp","Possible","left","707"
"1","left","newpossi1.bmp","Possible","left","915"
"1","right","impossg5.bmp","Impossible","right","691"
"1","left","newpossg5.bmp","Possible","left","742"
"1","left","newpossa5.bmp","Possible","left","380"
"0","right","impossh2.bmp","Impossible","left","3408"
"1","right","impossb6.bmp","Impossible","right","3191"
"1","left","newpossg6.bmp","Possible","left","738"
"1","right","impossc4.bmp","Impossible","right","873"
"0","right","impossa3.bmp","Impossible","left","1199"
"0","right","impossh4.bmp","Impossible","left","653"
"1","left","newpossa4_209_lr.bmp","Possible","left","754"
"1","left","newpossc5_83_ud.bmp","Possible","left","852"
"1","right","impossg4_73_lr.bmp","Impossible","right","1399"
"1","right","impossg8_128.bmp","Impossible","right","2364"
"1","left","newpossg6_259_ud.bmp","Possible","left","1222"
"1","right","impossc5_330.bmp","Impossible","right","786"
"1","left","newpossc6_191_lr.bmp","Possible","left","859"
"1","left","newpossg7_270_lr.bmp","Possible","left","460"
"0","right","impossg1_322_ud.bmp","Impossible","left","2922"
"1","right","impossb3_305_ud.bmp","Impossible","right","888"
"1","right","impossa8_292.bmp","Impossible","right","1413"
"1","left","newpossa2_349_lr.bmp","Possible","left","1141"
"1","right","impossb5_298_ud.bmp","Impossible","right","1215"
"1","right","impossa4_133_ud.bmp","Impossible","right","794"
"1","left","newpossc1_190.bmp","Possible","left","595"
"1","left","newpossa5_92.bmp","Possible","left","751"
"1","left","newpossc4_21_ud.bmp","Possible","left","363"
"1","left","newpossa1_70_lr.bmp","Possible","left","846"
"1","left","newpossh4_259.bmp","Possible","left","783"
"1","left","newpossh6_62_ud.bmp","Possible","left","977"
"1","left","newpossa1_331_lr.bmp","Possible","left","1011"
"0","right","impossc5_74_ud.bmp","Impossible","left","4835"
"0","right","impossg3_187_ud.bmp","Impossible","left","1445"
"1","left","newpossc3_8_lr.bmp","Possible","left","820"
"1","right","impossb1_271.bmp","Impossible","right","756"
"0","right","impossa3_224_lr.bmp","Impossible","left","999"
"1","left","newpossc1_220_ud.bmp","Possible","left","845"
"0","right","impossi3_137_ud.bmp","Impossible","left","1009"
"0","right","impossh5_165_lr.bmp","Impossible","left","1096"
"1","left","newpossc4_339_ud.bmp","Possible","left","386"
"1","right","impossh1_126_lr.bmp","Impossible","right","740"
"0","right","impossb6_207.bmp","Impossible","left","2502"
"1","left","newpossi4_74.bmp","Possible","left","816"
