"correct","correct_response","image","label","response","response_time"
"0","right","impossc3.bmp","Impossible","left","3480"
"0","right","impossb4.bmp","Impossible","left","1628"
"0","left","newpossi1.bmp","Possible","right","1255"
"1","left","newpossc1.bmp","Possible","left","996"
"1","left","newpossa8.bmp","Possible","left","1293"
"1","right","impossg7.bmp","Impossible","right","642"
"1","right","impossa6.bmp","Impossible","right","1139"
"0","left","newpossi3.bmp","Possible","right","769"
"1","left","newpossi4.bmp","Possible","left","710"
"1","left","newpossi2.bmp","Possible","left","808"
"1","right","impossh2.bmp","Impossible","right","545"
"1","left","newpossg5.bmp","Possible","left","832"
"1","left","newpossb4.bmp","Possible","left","704"
"0","right","impossi1.bmp","Impossible","left","698"
"1","left","newpossb6.bmp","Possible","left","1436"
"1","right","impossh5.bmp","Impossible","right","791"
"1","left","newpossb2.bmp","Possible","left","832"
"1","right","impossh1.bmp","Impossible","right","682"
"1","left","newpossa4.bmp","Possible","left","702"
"1","right","impossc2.bmp","Impossible","right","623"
"1","right","impossg3.bmp","Impossible","right","454"
"1","left","newpossc6.bmp","Possible","left","689"
"1","right","impossg5.bmp","Impossible","right","496"
"1","left","newpossa3.bmp","Possible","left","603"
"1","right","impossc1.bmp","Impossible","right","466"
"1","left","newpossh2.bmp","Possible","left","738"
"1","right","impossb3.bmp","Impossible","right","729"
"1","left","newpossg7.bmp","Possible","left","628"
"1","right","impossi4.bmp","Impossible","right","566"
"1","right","impossi3.bmp","Impossible","right","701"
"1","left","newpossh4.bmp","Possible","left","633"
"1","left","newpossc4.bmp","Possible","left","766"
"1","right","impossc5.bmp","Impossible","right","515"
"1","right","impossi2.bmp","Impossible","right","652"
"0","left","newpossb3.bmp","Possible","right","937"
"1","right","impossa2.bmp","Impossible","right","457"
"1","right","impossa1.bmp","Impossible","right","570"
"1","right","impossc6.bmp","Impossible","right","585"
"1","left","newpossi5.bmp","Possible","left","643"
"1","left","newpossa5.bmp","Possible","left","916"
"1","left","newpossi6.bmp","Possible","left","797"
"1","left","newpossc5.bmp","Possible","left","723"
"1","left","newpossh6.bmp","Possible","left","677"
"1","right","impossh6.bmp","Impossible","right","608"
"1","right","impossb1.bmp","Impossible","right","598"
"1","right","impossa5.bmp","Impossible","right","627"
"0","left","newpossh1.bmp","Possible","right","568"
"1","left","newpossg4.bmp","Possible","left","564"
"1","right","impossi6.bmp","Impossible","right","496"
"1","right","impossc4.bmp","Impossible","right","549"
"1","left","newpossb1.bmp","Possible","left","722"
"1","left","newpossa2.bmp","Possible","left","463"
"0","left","newpossg1.bmp","Possible","right","1426"
"1","right","impossg2.bmp","Impossible","right","704"
"1","right","impossa3.bmp","Impossible","right","660"
"1","left","newpossc2.bmp","Possible","left","493"
"1","right","impossb2.bmp","Impossible","right","446"
"1","left","newpossg6.bmp","Possible","left","580"
"1","right","impossg6.bmp","Impossible","right","442"
"1","right","impossh4.bmp","Impossible","right","676"
"1","right","impossa4.bmp","Impossible","right","676"
"0","left","newpossa7.bmp","Possible","right","436"
"1","left","newpossg2.bmp","Possible","left","1637"
"1","right","impossg1.bmp","Impossible","right","627"
"0","left","newpossg3.bmp","Possible","right","849"
