"correct","correct_response","image","label","response","response_time"
"0","right","impossa1.bmp","Impossible","left","1628"
"1","left","newpossg6.bmp","Possible","left","1204"
"1","left","newpossb3.bmp","Possible","left","649"
"1","left","newpossb2.bmp","Possible","left","700"
"1","right","impossa8.bmp","Impossible","right","1049"
"1","right","impossg5.bmp","Impossible","right","883"
"1","left","newpossg1.bmp","Possible","left","764"
"1","left","newpossc6.bmp","Possible","left","1026"
"1","right","impossb3.bmp","Impossible","right","801"
"1","left","newpossi2.bmp","Possible","left","701"
"1","right","impossh6.bmp","Impossible","right","527"
"1","left","newpossa1.bmp","Possible","left","515"
"1","left","newpossa5.bmp","Possible","left","655"
"1","left","newpossg8.bmp","Possible","left","808"
"1","right","impossi4.bmp","Impossible","right","383"
"1","right","impossb5.bmp","Impossible","right","535"
"1","left","newpossb6.bmp","Possible","left","625"
"1","left","newpossg7.bmp","Possible","left","868"
"0","right","impossg8.bmp","Impossible","left","678"
"1","right","impossg7.bmp","Impossible","right","442"
"1","right","impossg6.bmp","Impossible","right","590"
"1","right","impossi6.bmp","Impossible","right","804"
"0","right","impossc5.bmp","Impossible","left","822"
"1","left","newpossa3.bmp","Possible","left","408"
"1","right","impossg1.bmp","Impossible","right","690"
"1","left","newpossa2.bmp","Possible","left","712"
"1","right","impossi3.bmp","Impossible","right","434"
"1","right","impossa4.bmp","Impossible","right","568"
"1","left","newpossi6.bmp","Possible","left","418"
"1","left","newpossh3.bmp","Possible","left","680"
"1","left","newpossg5.bmp","Possible","left","435"
"1","right","impossc6.bmp","Impossible","right","269"
"1","left","newpossa8.bmp","Possible","left","767"
"1","left","newpossg2.bmp","Possible","left","514"
"1","left","newpossa7.bmp","Possible","left","321"
"1","right","impossc3.bmp","Impossible","right","453"
"0","right","impossi2.bmp","Impossible","left","371"
"0","right","impossb2.bmp","Impossible","left","413"
"1","left","newpossi1.bmp","Possible","left","781"
"0","right","impossa7.bmp","Impossible","left","495"
"1","right","impossa6.bmp","Impossible","right","413"
"1","left","newpossh5.bmp","Possible","left","367"
"1","left","newpossc5.bmp","Possible","left","357"
"1","right","impossa5.bmp","Impossible","right","409"
"1","right","impossa2.bmp","Impossible","right","385"
"1","right","impossg3.bmp","Impossible","right","494"
"1","left","newpossa6.bmp","Possible","left","264"
"1","left","newpossc2.bmp","Possible","left","398"
"0","right","impossb1.bmp","Impossible","left","1526"
"0","left","newpossh1.bmp","Possible","right","667"
"1","right","impossh5.bmp","Impossible","right","344"
"1","left","newpossh2.bmp","Possible","left","698"
"1","left","newpossh6.bmp","Possible","left","644"
"1","left","newpossi3.bmp","Possible","left","370"
"1","right","impossi5.bmp","Impossible","right","400"
"0","left","newpossc1.bmp","Possible","right","609"
"1","left","newpossb4.bmp","Possible","left","506"
"1","right","impossb4.bmp","Impossible","right","358"
"1","left","newpossi5.bmp","Possible","left","452"
"1","right","impossc2.bmp","Impossible","right","392"
"1","left","newpossc3.bmp","Possible","left","437"
"0","right","impossa3.bmp","Impossible","left","647"
"1","right","impossh2.bmp","Impossible","right","548"
"0","right","impossc4.bmp","Impossible","left","669"
"1","right","impossi1.bmp","Impossible","right","359"
"1","left","newpossc4.bmp","Possible","left","419"
"1","right","impossh1.bmp","Impossible","right","461"
"1","right","impossg4.bmp","Impossible","right","1169"
"1","left","newpossg4.bmp","Possible","left","433"
"0","right","impossg2.bmp","Impossible","left","337"
"1","right","impossc1.bmp","Impossible","right","367"
"1","left","newpossb5.bmp","Possible","left","630"
"1","left","newpossb1.bmp","Possible","left","373"
"1","left","newpossh4.bmp","Possible","left","347"
"1","left","newpossg3.bmp","Possible","left","295"
"1","left","newpossi4.bmp","Possible","left","520"
"1","left","newpossa4.bmp","Possible","left","399"
"0","right","impossh4.bmp","Impossible","left","462"
"0","right","impossb6.bmp","Impossible","left","326"
"1","right","impossh3.bmp","Impossible","right","378"
"1","left","newpossg4_322.bmp","Possible","left","416"
"1","left","newpossc4_21_ud.bmp","Possible","left","386"
"1","left","newpossa7_267_lr.bmp","Possible","left","764"
"1","right","impossi6_276.bmp","Impossible","right","488"
"0","right","impossa3_82_ud.bmp","Impossible","left","697"
