"correct","correct_response","image","label","response","response_time"
"0","right","impossb1.bmp","Impossible","left","1451"
"1","right","impossh4.bmp","Impossible","right","1377"
"1","left","newpossa8.bmp","Possible","left","1443"
"1","left","newpossh1.bmp","Possible","left","1493"
"1","left","newpossg6.bmp","Possible","left","2607"
"1","right","impossg4.bmp","Impossible","right","721"
"1","right","impossa5.bmp","Impossible","right","902"
"1","left","newpossg2.bmp","Possible","left","767"
"0","left","newpossh2.bmp","Possible","right","738"
"0","right","impossc4.bmp","Impossible","left","1242"
"1","right","impossc5.bmp","Impossible","right","1296"
"1","right","impossi3.bmp","Impossible","right","2557"
"1","left","newpossi2.bmp","Possible","left","1385"
"1","left","newpossh3.bmp","Possible","left","950"
"1","right","impossh6.bmp","Impossible","right","832"
"1","right","impossa3.bmp","Impossible","right","1419"
"1","right","impossc3.bmp","Impossible","right","604"
"1","right","impossa6.bmp","Impossible","right","993"
"1","left","newpossc5.bmp","Possible","left","1716"
"0","left","newpossg1.bmp","Possible","right","1341"
"1","left","newpossc4.bmp","Possible","left","700"
"1","right","impossa4.bmp","Impossible","right","1291"
"1","left","newpossb2.bmp","Possible","left","1283"
"0","left","newpossi4.bmp","Possible","right","2919"
"1","right","impossg6.bmp","Impossible","right","1517"
"1","left","newpossa4.bmp","Possible","left","1029"
"1","right","impossi2.bmp","Impossible","right","630"
"1","left","newpossg4.bmp","Possible","left","998"
"1","right","impossc2.bmp","Impossible","right","1099"
"0","right","impossi1.bmp","Impossible","left","1307"
"1","right","impossg1.bmp","Impossible","right","2181"
"0","right","impossc1.bmp","Impossible","left","2444"
"1","left","newpossa5.bmp","Possible","left","827"
"1","left","newpossi5.bmp","Possible","left","750"
"1","right","impossb6.bmp","Impossible","right","3278"
"1","right","impossh5.bmp","Impossible","right","2672"
"1","left","newpossa6.bmp","Possible","left","563"
"1","left","newpossc2.bmp","Possible","left","640"
"0","right","impossh3.bmp","Impossible","left","951"
"1","left","newpossh5.bmp","Possible","left","784"
"1","right","impossc6.bmp","Impossible","right","699"
"1","right","impossh2.bmp","Impossible","right","896"
"1","left","newpossa2.bmp","Possible","left","776"
"1","right","impossh1.bmp","Impossible","right","1757"
"1","right","impossg5.bmp","Impossible","right","801"
"1","right","impossb5.bmp","Impossible","right","1139"
"1","left","newpossc3.bmp","Possible","left","1804"
"1","left","newpossb6.bmp","Possible","left","3489"
"1","left","newpossc1.bmp","Possible","left","1529"
"1","right","impossb4.bmp","Impossible","right","845"
"0","left","newpossh6.bmp","Possible","right","1783"
"1","left","newpossa7.bmp","Possible","left","1159"
"1","right","impossg7.bmp","Impossible","right","497"
"1","right","impossi5.bmp","Impossible","right","790"
"1","left","newpossh4.bmp","Possible","left","551"
"0","right","impossa1.bmp","Impossible","left","1403"
"0","left","newpossg7.bmp","Possible","right","572"
"1","right","impossb3.bmp","Impossible","right","1106"
"1","right","impossa2.bmp","Impossible","right","836"
"1","right","impossi4.bmp","Impossible","right","549"
"0","left","newpossb5.bmp","Possible","right","778"
"1","right","impossi6.bmp","Impossible","right","913"
"1","right","impossb2.bmp","Impossible","right","1300"
"1","right","impossg8.bmp","Impossible","right","520"
"1","left","newpossa3.bmp","Possible","left","840"
"1","left","newpossb4.bmp","Possible","left","1202"
"1","left","newpossg5.bmp","Possible","left","1100"
"1","right","impossg3.bmp","Impossible","right","1149"
"1","right","impossa8.bmp","Impossible","right","505"
"0","left","newpossi1.bmp","Possible","right","1566"
"0","left","newpossg8.bmp","Possible","right","545"
"1","left","newpossc6.bmp","Possible","left","984"
"0","right","impossa7.bmp","Impossible","left","1335"
"0","left","newpossi6.bmp","Possible","right","742"
"1","left","newpossg3.bmp","Possible","left","2432"
"1","left","newpossb1.bmp","Possible","left","1730"
"1","left","newpossi3.bmp","Possible","left","1091"
"1","right","impossg2.bmp","Impossible","right","759"
"1","left","newpossb3.bmp","Possible","left","999"
"1","left","newpossa1.bmp","Possible","left","1068"
"1","right","impossg2_46_lr.bmp","Impossible","right","1216"
"1","left","newpossg4_344_ud.bmp","Possible","left","1053"
"0","left","newpossa5_96_ud.bmp","Possible","right","1725"
"1","right","impossa8_292.bmp","Impossible","right","349"
"1","right","impossc6_89_lr.bmp","Impossible","right","590"
"0","left","newpossi1_297_lr.bmp","Possible","right","763"
"0","left","newpossi6_327_lr.bmp","Possible","right","927"
"1","right","impossg3_207_ud.bmp","Impossible","right","756"
"1","left","newpossh1_95.bmp","Possible","left","979"
"1","right","impossg5_78_lr.bmp","Impossible","right","1052"
"1","left","newpossb1_10_ud.bmp","Possible","left","817"
"1","right","impossg1_182_ud.bmp","Impossible","right","445"
"1","right","impossg1_322_ud.bmp","Impossible","right","1081"
"1","left","newpossh4_83_ud.bmp","Possible","left","462"
"1","right","impossi6_19_lr.bmp","Impossible","right","1511"
"1","right","impossb2_303.bmp","Impossible","right","2492"
"1","left","newpossh4_259.bmp","Possible","left","1726"
"1","left","newpossi6_325_lr.bmp","Possible","left","940"
"1","right","impossi5_98.bmp","Impossible","right","422"
"1","right","impossa2_270.bmp","Impossible","right","764"
"1","left","newpossg5_318_lr.bmp","Possible","left","636"
"1","right","impossi3_67.bmp","Impossible","right","1394"
"1","right","impossg7_109_lr.bmp","Impossible","right","843"
"1","right","impossc2_66.bmp","Impossible","right","815"
"1","left","newpossg8_332_ud.bmp","Possible","left","3505"
"1","left","newpossa4_209_lr.bmp","Possible","left","1354"
"1","left","newpossb3_64_lr.bmp","Possible","left","1173"
"0","right","impossa7_277.bmp","Impossible","left","852"
"1","left","newpossa3_340.bmp","Possible","left","687"
"1","right","impossi4_97_ud.bmp","Impossible","right","444"
"1","left","newpossa1_70_lr.bmp","Possible","left","817"
"1","left","newpossc2_283.bmp","Possible","left","1065"
"0","left","newpossh5_334.bmp","Possible","right","613"
"0","left","newpossh6_62_ud.bmp","Possible","right","4641"
"1","right","impossg4_314_lr.bmp","Impossible","right","517"
"1","left","newpossa3_323.bmp","Possible","left","1400"
"0","left","newpossi4_74.bmp","Possible","right","713"
"1","left","newpossg3_108.bmp","Possible","left","844"
"1","left","newpossc2_102_lr.bmp","Possible","left","889"
"1","right","impossh1_126_lr.bmp","Impossible","right","590"
"1","right","impossi2_96.bmp","Impossible","right","646"
"1","right","impossh3_60_ud.bmp","Impossible","right","702"
"1","right","impossi1_355_lr.bmp","Impossible","right","1013"
"0","left","newpossg8_112_lr.bmp","Possible","right","1983"
"1","right","impossb1_271.bmp","Impossible","right","1121"
"1","right","impossb2_339_lr.bmp","Impossible","right","483"
"0","left","newpossc6_32_ud.bmp","Possible","right","686"
"1","left","newpossa6_200_lr.bmp","Possible","left","789"
"1","left","newpossb4_349_lr.bmp","Possible","left","780"
"1","right","impossc5_330.bmp","Impossible","right","437"
"1","right","impossg3_187_ud.bmp","Impossible","right","472"
"1","left","newpossa7_44_ud.bmp","Possible","left","1525"
"1","left","newpossh2_324.bmp","Possible","left","883"
"0","left","newpossb5_354_lr.bmp","Possible","right","552"
"1","left","newpossa7_267_lr.bmp","Possible","left","904"
"1","right","impossh4_331_lr.bmp","Impossible","right","433"
"0","left","newpossc4_21_ud.bmp","Possible","right","855"
"1","left","newpossh1_352_lr.bmp","Possible","left","922"
"1","right","impossi1_81_lr.bmp","Impossible","right","1113"
"0","left","newpossh6_195.bmp","Possible","right","599"
"1","right","impossa2_216_lr.bmp","Impossible","right","924"
"0","left","newpossa6_54_ud.bmp","Possible","right","493"
"1","right","impossb3_305_ud.bmp","Impossible","right","783"
"1","right","impossi3_137_ud.bmp","Impossible","right","959"
"1","right","impossg8_50_lr.bmp","Impossible","right","677"
"0","left","newpossb5_194_ud.bmp","Possible","right","579"
"0","left","newpossi1_304_lr.bmp","Possible","right","561"
"1","right","impossb4_176_ud.bmp","Impossible","right","418"
"1","right","impossa5_46_ud.bmp","Impossible","right","1220"
"1","right","impossg5_144_ud.bmp","Impossible","right","460"
"1","right","impossh2_89_ud.bmp","Impossible","right","479"
"1","left","newpossb6_305_lr.bmp","Possible","left","933"
"1","left","newpossh5_294_lr.bmp","Possible","left","991"
"0","right","impossh2_102_ud.bmp","Impossible","left","2111"
"1","right","impossa3_224_lr.bmp","Impossible","right","277"
"1","right","impossi6_276.bmp","Impossible","right","524"
"1","right","impossb1_167_lr.bmp","Impossible","right","550"
"1","right","impossh4_166_lr.bmp","Impossible","right","318"
"1","left","newpossg1_59_ud.bmp","Possible","left","423"
"1","left","newpossb1_161_lr.bmp","Possible","left","651"
"1","right","impossa8_209_lr.bmp","Impossible","right","457"
"1","left","newpossc4_339_ud.bmp","Possible","left","575"
"1","right","impossh1_353_lr.bmp","Impossible","right","578"
"1","right","impossa1_37_ud.bmp","Impossible","right","493"
"0","left","newpossb6_303.bmp","Possible","right","589"
"1","right","impossa6_102.bmp","Impossible","right","1071"
"1","left","newpossc6_191_lr.bmp","Possible","left","1010"
"0","left","newpossg7_258_ud.bmp","Possible","right","979"
"1","right","impossa6_246_lr.bmp","Impossible","right","805"
"1","right","impossg7_249_ud.bmp","Impossible","right","474"
"1","left","newpossa2_49.bmp","Possible","left","1168"
"0","left","newpossi5_282_lr.bmp","Possible","right","624"
"1","right","impossb3_318_ud.bmp","Impossible","right","426"
"0","left","newpossa8_115_lr.bmp","Possible","right","4293"
"0","right","impossc2_158_ud.bmp","Impossible","left","837"
"1","left","newpossc3_251.bmp","Possible","left","853"
"0","right","impossi5_197_lr.bmp","Impossible","left","1545"
"1","left","newpossc5_157_ud.bmp","Possible","left","2626"
"1","left","newpossg4_322.bmp","Possible","left","886"
"1","left","newpossi3_154_lr.bmp","Possible","left","1096"
"1","left","newpossg3_170_lr.bmp","Possible","left","874"
"1","right","impossc1_355_lr.bmp","Impossible","right","692"
"1","left","newpossg6_297_lr.bmp","Possible","left","720"
"1","left","newpossa5_92.bmp","Possible","left","598"
"1","right","impossb5_223_ud.bmp","Impossible","right","505"
"0","right","impossa7_348.bmp","Impossible","left","701"
"1","left","newpossg2_2.bmp","Possible","left","515"
"1","left","newpossa1_331_lr.bmp","Possible","left","438"
"1","left","newpossg6_259_ud.bmp","Possible","left","635"
"1","right","impossa4_248_ud.bmp","Impossible","right","390"
"1","left","newpossh3_18_ud.bmp","Possible","left","556"
"0","left","newpossg2_359_lr.bmp","Possible","right","959"
"1","right","impossc4_165_lr.bmp","Impossible","right","815"
"1","right","impossh6_31.bmp","Impossible","right","497"
"1","right","impossb6_207.bmp","Impossible","right","729"
"1","right","impossc3_125_lr.bmp","Impossible","right","811"
"1","left","newpossb4_204.bmp","Possible","left","529"
"1","right","impossc6_270_ud.bmp","Impossible","right","423"
"0","left","newpossa2_349_lr.bmp","Possible","right","2794"
"1","left","newpossh2_216_lr.bmp","Possible","left","717"
"1","left","newpossi3_284.bmp","Possible","left","1062"
"1","left","newpossc3_8_lr.bmp","Possible","left","577"
"1","right","impossb5_298_ud.bmp","Impossible","right","571"
"0","right","impossa1_60_ud.bmp","Impossible","left","671"
"1","left","newpossc1_190.bmp","Possible","left","683"
