"correct","correct_response","image","label","response","response_time"
"1","left","newpossc4.bmp","Possible","left","3986"
"1","right","impossi5.bmp","Impossible","right","1065"
"1","left","newpossc3.bmp","Possible","left","1381"
"1","right","impossa5.bmp","Impossible","right","899"
"1","left","newpossa4.bmp","Possible","left","897"
"1","right","impossi6.bmp","Impossible","right","918"
"1","left","newpossh6.bmp","Possible","left","784"
"1","left","newpossa1.bmp","Possible","left","474"
"1","right","impossa2.bmp","Impossible","right","424"
"1","left","newpossg5.bmp","Possible","left","504"
"1","left","newpossi6.bmp","Possible","left","1074"
"1","right","impossb5.bmp","Impossible","right","441"
"1","left","newpossb5.bmp","Possible","left","713"
"1","right","impossg1.bmp","Impossible","right","532"
"1","right","impossa3.bmp","Impossible","right","1289"
"1","right","impossc1.bmp","Impossible","right","1589"
"1","left","newpossc5.bmp","Possible","left","442"
"1","left","newpossa6.bmp","Possible","left","423"
"1","right","impossh4.bmp","Impossible","right","658"
"1","right","impossb6.bmp","Impossible","right","537"
"1","left","newpossh3.bmp","Possible","left","571"
"1","left","newpossi3.bmp","Possible","left","730"
"1","right","impossb4.bmp","Impossible","right","396"
"1","right","impossc2.bmp","Impossible","right","461"
"1","right","impossc4.bmp","Impossible","right","583"
"1","right","impossh2.bmp","Impossible","right","808"
"0","right","impossi1.bmp","Impossible","left","357"
"1","left","newpossc2.bmp","Possible","left","775"
"1","right","impossg3.bmp","Impossible","right","407"
"0","right","impossi3.bmp","Impossible","left","408"
"1","left","newpossc1.bmp","Possible","left","1864"
"1","left","newpossg3.bmp","Possible","left","399"
"1","left","newpossh5.bmp","Possible","left","517"
"1","left","newpossg2.bmp","Possible","left","1155"
"1","left","newpossg6.bmp","Possible","left","885"
"1","left","newpossi2.bmp","Possible","left","3003"
"1","left","newpossa5.bmp","Possible","left","1307"
"0","right","impossg7.bmp","Impossible","left","498"
"0","right","impossg2.bmp","Impossible","left","509"
"1","right","impossg4.bmp","Impossible","right","1609"
"1","right","impossc5.bmp","Impossible","right","774"
"1","left","newpossi5.bmp","Possible","left","503"
"0","right","impossa4.bmp","Impossible","left","805"
"0","right","impossh6.bmp","Impossible","left","1661"
"1","left","newpossh1.bmp","Possible","left","1249"
"1","left","newpossa7.bmp","Possible","left","586"
"1","left","newpossb1.bmp","Possible","left","1361"
"1","right","impossa7.bmp","Impossible","right","788"
"1","left","newpossa2.bmp","Possible","left","294"
"1","left","newpossa3.bmp","Possible","left","1162"
"1","left","newpossb4.bmp","Possible","left","1127"
"1","left","newpossg4.bmp","Possible","left","857"
"0","right","impossb2.bmp","Impossible","left","690"
"1","right","impossa1.bmp","Impossible","right","3475"
"1","right","impossg5.bmp","Impossible","right","465"
"1","right","impossc3.bmp","Impossible","right","654"
"1","right","impossg6.bmp","Impossible","right","1939"
"1","left","newpossb6.bmp","Possible","left","662"
"0","right","impossh5.bmp","Impossible","left","7191"
"1","left","newpossc6.bmp","Possible","left","822"
"1","left","newpossb3.bmp","Possible","left","412"
"1","right","impossi2.bmp","Impossible","right","386"
"1","right","impossh3.bmp","Impossible","right","720"
"1","right","impossb3.bmp","Impossible","right","844"
"1","right","impossi4.bmp","Impossible","right","954"
"1","right","impossg8.bmp","Impossible","right","764"
"1","left","newpossg1.bmp","Possible","left","458"
"1","left","newpossg8.bmp","Possible","left","821"
"1","left","newpossb2.bmp","Possible","left","529"
"1","left","newpossi1.bmp","Possible","left","392"
"1","left","newpossh4.bmp","Possible","left","763"
"1","right","impossa8.bmp","Impossible","right","368"
"1","left","newpossa8.bmp","Possible","left","315"
"1","left","newpossi4.bmp","Possible","left","438"
"0","right","impossh1.bmp","Impossible","left","631"
"1","right","impossa6.bmp","Impossible","right","730"
"0","right","impossb1.bmp","Impossible","left","3686"
"1","left","newpossg7.bmp","Possible","left","361"
"1","right","impossc6.bmp","Impossible","right","1572"
"1","left","newpossh2.bmp","Possible","left","1037"
"1","left","newpossb6_303.bmp","Possible","left","591"
"1","left","newpossg7_258_ud.bmp","Possible","left","334"
"0","right","impossb2_339_lr.bmp","Impossible","left","381"
"0","right","impossa6_246_lr.bmp","Impossible","left","1346"
"1","left","newpossa4_209_lr.bmp","Possible","left","251"
"1","right","impossa2_270.bmp","Impossible","right","1042"
"1","left","newpossi2_26_lr.bmp","Possible","left","293"
"1","right","impossg5_78_lr.bmp","Impossible","right","738"
"0","right","impossc1_355_lr.bmp","Impossible","left","1041"
"1","right","impossi2_257.bmp","Impossible","right","338"
"1","left","newpossa3_323.bmp","Possible","left","410"
"0","right","impossg1_182_ud.bmp","Impossible","left","1373"
"0","right","impossa5_46_ud.bmp","Impossible","left","1068"
"1","right","impossc6_270_ud.bmp","Impossible","right","363"
"1","left","newpossc1_190.bmp","Possible","left","387"
"1","right","impossg4_73_lr.bmp","Impossible","right","343"
"1","left","newpossc1_220_ud.bmp","Possible","left","332"
"1","left","newpossg5_318_lr.bmp","Possible","left","678"
"1","left","newpossi4_74.bmp","Possible","left","253"
"1","left","newpossh6_195.bmp","Possible","left","349"
"1","left","newpossc2_102_lr.bmp","Possible","left","333"
"1","right","impossh3_141_lr.bmp","Impossible","right","734"
"1","left","newpossa6_200_lr.bmp","Possible","left","369"
"1","left","newpossi3_154_lr.bmp","Possible","left","320"
"1","left","newpossg3_170_lr.bmp","Possible","left","281"
"1","left","newpossa5_92.bmp","Possible","left","355"
"1","left","newpossa6_54_ud.bmp","Possible","left","344"
"1","right","impossa4_248_ud.bmp","Impossible","right","376"
"1","right","impossc4_343_ud.bmp","Impossible","right","599"
"1","left","newpossi2_232_ud.bmp","Possible","left","582"
"1","right","impossb5_298_ud.bmp","Impossible","right","352"
"1","right","impossc5_330.bmp","Impossible","right","473"
"0","right","impossi1_81_lr.bmp","Impossible","left","536"
"1","left","newpossg4_344_ud.bmp","Possible","left","559"
"0","right","impossi1_355_lr.bmp","Impossible","left","520"
"1","left","newpossb6_305_lr.bmp","Possible","left","415"
"0","left","newpossh4_83_ud.bmp","Possible","right","800"
"1","left","newpossa7_44_ud.bmp","Possible","left","522"
"1","left","newpossh5_294_lr.bmp","Possible","left","631"
"1","right","impossh6_270_ud.bmp","Impossible","right","416"
"1","left","newpossc6_32_ud.bmp","Possible","left","458"
"1","right","impossb1_271.bmp","Impossible","right","410"
"1","left","newpossc2_283.bmp","Possible","left","1089"
"0","right","impossa3_82_ud.bmp","Impossible","left","1334"
"1","right","impossa2_216_lr.bmp","Impossible","right","370"
"1","right","impossc2_66.bmp","Impossible","right","1259"
"1","left","newpossi6_327_lr.bmp","Possible","left","514"
"1","left","newpossi5_282_lr.bmp","Possible","left","739"
"0","right","impossi5_197_lr.bmp","Impossible","left","719"
"0","right","impossa1_60_ud.bmp","Impossible","left","603"
"1","right","impossh2_89_ud.bmp","Impossible","right","681"
"1","right","impossa8_292.bmp","Impossible","right","695"
"1","left","newpossg4_322.bmp","Possible","left","372"
"1","right","impossb5_223_ud.bmp","Impossible","right","384"
"1","left","newpossc5_83_ud.bmp","Possible","left","373"
"1","left","newpossa1_331_lr.bmp","Possible","left","443"
"1","right","impossh4_331_lr.bmp","Impossible","right","582"
"1","right","impossb4_269.bmp","Impossible","right","457"
"1","left","newpossa2_349_lr.bmp","Possible","left","446"
"1","left","newpossb3_130.bmp","Possible","left","557"
"1","left","newpossb5_354_lr.bmp","Possible","left","602"
"1","right","impossg5_144_ud.bmp","Impossible","right","1554"
"1","right","impossh6_31.bmp","Impossible","right","1923"
"1","left","newpossh6_62_ud.bmp","Possible","left","439"
"1","left","newpossg7_270_lr.bmp","Possible","left","572"
"1","left","newpossc4_21_ud.bmp","Possible","left","335"
"1","right","impossg8_128.bmp","Impossible","right","371"
"1","left","newpossc4_339_ud.bmp","Possible","left","833"
"0","right","impossb1_167_lr.bmp","Impossible","left","645"
"1","left","newpossh2_324.bmp","Possible","left","327"
"0","right","impossg7_249_ud.bmp","Impossible","left","578"
"1","right","impossg3_187_ud.bmp","Impossible","right","325"
"1","right","impossh3_60_ud.bmp","Impossible","right","360"
"1","left","newpossh2_216_lr.bmp","Possible","left","375"
"1","right","impossc3_125.bmp","Impossible","right","304"
"0","right","impossi3_67.bmp","Impossible","left","1791"
"0","right","impossc1_139_lr.bmp","Impossible","left","662"
"1","left","newpossa8_34_lr.bmp","Possible","left","529"
"1","right","impossh1_353_lr.bmp","Impossible","right","463"
"1","left","newpossi5_65_lr.bmp","Possible","left","325"
"0","left","newpossh4_259.bmp","Possible","right","996"
"1","left","newpossg5_45_lr.bmp","Possible","left","373"
"1","right","impossi6_19_lr.bmp","Impossible","right","299"
"1","left","newpossa3_340.bmp","Possible","left","489"
"1","right","impossc3_125_lr.bmp","Impossible","right","2038"
"1","left","newpossc6_191_lr.bmp","Possible","left","506"
"0","left","newpossc3_251.bmp","Possible","right","412"
"1","right","impossi4_97_ud.bmp","Impossible","right","349"
"0","right","impossh5_229.bmp","Impossible","left","804"
"1","left","newpossa5_96_ud.bmp","Possible","left","338"
"1","right","impossb4_176_ud.bmp","Impossible","right","380"
"0","right","impossi3_137_ud.bmp","Impossible","left","1551"
"1","left","newpossb5_194_ud.bmp","Possible","left","613"
"1","left","newpossi6_325_lr.bmp","Possible","left","774"
"1","left","newpossi3_284.bmp","Possible","left","508"
"1","left","newpossa2_49.bmp","Possible","left","326"
"1","left","newpossi1_297_lr.bmp","Possible","left","408"
"1","right","impossc6_89_lr.bmp","Impossible","right","396"
"1","right","impossa6_102.bmp","Impossible","right","439"
"1","right","impossg2_46_lr.bmp","Impossible","right","329"
"1","left","newpossh3_32_ud.bmp","Possible","left","361"
"0","right","impossg2_175_ud.bmp","Impossible","left","551"
"1","left","newpossg2_359_lr.bmp","Possible","left","359"
"1","left","newpossg1_59_ud.bmp","Possible","left","394"
"1","right","impossb3_318_ud.bmp","Impossible","right","411"
"1","right","impossi5_98.bmp","Impossible","right","858"
"1","left","newpossg6_297_lr.bmp","Possible","left","540"
"1","right","impossg3_207_ud.bmp","Impossible","right","315"
"1","right","impossa7_277.bmp","Impossible","right","441"
"1","left","newpossa4_70_lr.bmp","Possible","left","346"
"1","left","newpossa8_115_lr.bmp","Possible","left","376"
"1","right","impossa5_189.bmp","Impossible","right","400"
"1","left","newpossb2_123_ud.bmp","Possible","left","308"
"1","left","newpossb3_64_lr.bmp","Possible","left","309"
"1","left","newpossb1_10_ud.bmp","Possible","left","543"
"1","right","impossc4_165_lr.bmp","Impossible","right","326"
"1","left","newpossa7_267_lr.bmp","Possible","left","576"
"1","left","newpossh1_95.bmp","Possible","left","244"
"1","left","newpossg6_259_ud.bmp","Possible","left","303"
"1","right","impossh5_165_lr.bmp","Impossible","right","342"
"1","left","newpossi4_69_lr.bmp","Possible","left","1729"
"1","right","impossa4_133_ud.bmp","Impossible","right","420"
"1","right","impossa8_209_lr.bmp","Impossible","right","402"
"1","right","impossg6_36_lr.bmp","Impossible","right","525"
"1","left","newpossh3_18_ud.bmp","Possible","left","292"
"1","right","impossh4_166_lr.bmp","Impossible","right","340"
"1","left","newpossa1_70_lr.bmp","Possible","left","301"
"1","right","impossa7_348.bmp","Impossible","right","408"
"1","left","newpossi1_304_lr.bmp","Possible","left","268"
"0","right","impossb2_303.bmp","Impossible","left","386"
"0","right","impossa1_37_ud.bmp","Impossible","left","1017"
"1","left","newpossb4_349_lr.bmp","Possible","left","575"
"0","left","newpossg1_281.bmp","Possible","right","614"
"1","left","newpossb2_6.bmp","Possible","left","355"
"1","right","impossc2_158_ud.bmp","Impossible","right","411"
"1","right","impossg8_50_lr.bmp","Impossible","right","456"
"1","right","impossb3_305_ud.bmp","Impossible","right","377"
"1","right","impossg6_80_ud.bmp","Impossible","right","318"
"1","left","newpossg8_332_ud.bmp","Possible","left","768"
"1","left","newpossb4_204.bmp","Possible","left","529"
"1","right","impossc5_74_ud.bmp","Impossible","right","1900"
"0","right","impossg7_109_lr.bmp","Impossible","left","582"
"1","left","newpossb1_161_lr.bmp","Possible","left","3499"
"0","right","impossa3_224_lr.bmp","Impossible","left","693"
"0","right","impossg4_314_lr.bmp","Impossible","left","475"
"1","right","impossg1_322_ud.bmp","Impossible","right","383"
"0","right","impossi2_96.bmp","Impossible","left","395"
"1","left","newpossh1_352_lr.bmp","Possible","left","362"
"1","right","impossb6_263_lr.bmp","Impossible","right","300"
"1","right","impossh2_102_ud.bmp","Impossible","right","454"
"1","left","newpossg8_112_lr.bmp","Possible","left","369"
"1","left","newpossg3_108.bmp","Possible","left","338"
"0","right","impossb6_207.bmp","Impossible","left","356"
"1","left","newpossc3_8_lr.bmp","Possible","left","519"
"1","left","newpossc5_157_ud.bmp","Possible","left","901"
"1","right","impossi6_276.bmp","Impossible","right","416"
"0","right","impossh1_126_lr.bmp","Impossible","left","330"
"1","left","newpossg2_2.bmp","Possible","left","414"
"1","right","impossi4_68_lr.bmp","Impossible","right","569"
"1","left","newpossh5_334.bmp","Possible","left","490"
