"correct","correct_response","image","label","response","response_time"
"0","right","impossh1.bmp","Impossible","left","1236"
"0","left","newpossg4.bmp","Possible","right","869"
"1","right","impossi1.bmp","Impossible","right","299"
"1","left","newpossh6.bmp","Possible","left","640"
"1","left","newpossi2.bmp","Possible","left","301"
"1","right","impossc4.bmp","Impossible","right","474"
"1","right","impossi4.bmp","Impossible","right","891"
"1","left","newpossa5.bmp","Possible","left","571"
"1","right","impossc1.bmp","Impossible","right","263"
"0","right","impossb6.bmp","Impossible","left","977"
"1","right","impossg5.bmp","Impossible","right","76"
"1","left","newpossh1.bmp","Possible","left","815"
"1","right","impossi2.bmp","Impossible","right","273"
"1","left","newpossh4.bmp","Possible","left","255"
"1","right","impossh5.bmp","Impossible","right","847"
"0","right","impossi6.bmp","Impossible","left","2075"
"1","left","newpossh3.bmp","Possible","left","1039"
"0","right","impossg2.bmp","Impossible","left","473"
"1","right","impossa2.bmp","Impossible","right","288"
"1","left","newpossi1.bmp","Possible","left","312"
"1","left","newpossg1.bmp","Possible","left","710"
"1","left","newpossg6.bmp","Possible","left","873"
"1","left","newpossc4.bmp","Possible","left","258"
"1","right","impossc2.bmp","Impossible","right","283"
"1","right","impossh2.bmp","Impossible","right","1424"
"1","left","newpossc1.bmp","Possible","left","277"
"1","right","impossb5.bmp","Impossible","right","241"
"1","right","impossg6.bmp","Impossible","right","376"
"1","left","newpossh5.bmp","Possible","left","284"
"1","left","newpossg2.bmp","Possible","left","333"
"1","left","newpossa2.bmp","Possible","left","250"
"0","left","newpossc5.bmp","Possible","right","3137"
"1","left","newpossc6.bmp","Possible","left","729"
"1","left","newpossi4.bmp","Possible","left","310"
"1","right","impossb2.bmp","Impossible","right","328"
"1","left","newpossc3.bmp","Possible","left","361"
"1","left","newpossb1.bmp","Possible","left","393"
"1","left","newpossb5.bmp","Possible","left","324"
"1","left","newpossg7.bmp","Possible","left","277"
"1","right","impossh4.bmp","Impossible","right","821"
"1","left","newpossb4.bmp","Possible","left","312"
"1","right","impossg1.bmp","Impossible","right","377"
"1","right","impossc3.bmp","Impossible","right","55"
"1","left","newpossg3.bmp","Possible","left","246"
"1","left","newpossg5.bmp","Possible","left","261"
"1","right","impossi5.bmp","Impossible","right","502"
"1","left","newpossa6.bmp","Possible","left","275"
"1","left","newpossa4.bmp","Possible","left","261"
"1","left","newpossg8.bmp","Possible","left","964"
"1","right","impossh3.bmp","Impossible","right","392"
"0","left","newpossa8.bmp","Possible","right","1018"
"1","left","newpossa1.bmp","Possible","left","280"
"1","right","impossi3.bmp","Impossible","right","415"
"1","left","newpossa3.bmp","Possible","left","310"
"1","left","newpossi3.bmp","Possible","left","326"
"1","right","impossc5.bmp","Impossible","right","443"
"0","right","impossb3.bmp","Impossible","left","415"
"1","left","newpossb6.bmp","Possible","left","398"
"1","right","impossc6.bmp","Impossible","right","328"
"1","left","newpossc2.bmp","Possible","left","286"
"1","right","impossb4.bmp","Impossible","right","433"
"1","left","newpossi5.bmp","Possible","left","514"
"1","left","newpossb3.bmp","Possible","left","309"
"1","left","newpossb2.bmp","Possible","left","110"
"1","right","impossh6.bmp","Impossible","right","290"
"1","right","impossa6.bmp","Impossible","right","377"
"1","right","impossg7.bmp","Impossible","right","370"
"1","right","impossa5.bmp","Impossible","right","264"
"1","right","impossa8.bmp","Impossible","right","327"
"1","right","impossa4.bmp","Impossible","right","441"
"1","right","impossg3.bmp","Impossible","right","448"
"1","left","newpossh2.bmp","Possible","left","295"
"1","left","newpossi6.bmp","Possible","left","364"
"1","right","impossa3.bmp","Impossible","right","1447"
"1","right","impossg8.bmp","Impossible","right","530"
"1","right","impossa1.bmp","Impossible","right","372"
"1","right","impossb1.bmp","Impossible","right","401"
"1","right","impossa7.bmp","Impossible","right","301"
"1","right","impossg4.bmp","Impossible","right","341"
"1","left","newpossa7.bmp","Possible","left","944"
"1","left","newpossi1_297_lr.bmp","Possible","left","489"
"1","left","newpossh6_62_ud.bmp","Possible","left","364"
"1","right","impossc3_125.bmp","Impossible","right","285"
"1","left","newpossb1_161_lr.bmp","Possible","left","285"
"1","left","newpossb4_349_lr.bmp","Possible","left","342"
"1","left","newpossg5_318_lr.bmp","Possible","left","368"
"1","left","newpossi4_74.bmp","Possible","left","302"
"1","left","newpossh4_259.bmp","Possible","left","334"
"1","left","newpossg1_281.bmp","Possible","left","539"
"1","left","newpossc6_191_lr.bmp","Possible","left","320"
"1","right","impossi5_197_lr.bmp","Impossible","right","384"
"1","left","newpossa2_349_lr.bmp","Possible","left","253"
"1","right","impossb6_207.bmp","Impossible","right","2197"
"1","right","impossc5_330.bmp","Impossible","right","903"
"1","right","impossc2_66.bmp","Impossible","right","321"
"0","right","impossa7_348.bmp","Impossible","left","625"
"1","right","impossg7_109_lr.bmp","Impossible","right","346"
"1","left","newpossb2_6.bmp","Possible","left","331"
"1","left","newpossa3_340.bmp","Possible","left","262"
"1","right","impossa3_82_ud.bmp","Impossible","right","355"
"1","left","newpossa1_331_lr.bmp","Possible","left","357"
"1","left","newpossh5_294_lr.bmp","Possible","left","275"
"1","left","newpossi2_232_ud.bmp","Possible","left","3773"
"1","left","newpossb6_303.bmp","Possible","left","302"
"1","right","impossc4_343_ud.bmp","Impossible","right","46"
"1","left","newpossi5_65_lr.bmp","Possible","left","366"
"1","left","newpossc2_102_lr.bmp","Possible","left","414"
"1","left","newpossc1_220_ud.bmp","Possible","left","469"
"1","right","impossb2_303.bmp","Impossible","right","321"
"1","right","impossh5_165_lr.bmp","Impossible","right","290"
"1","right","impossc1_139_lr.bmp","Impossible","right","445"
"1","left","newpossi5_282_lr.bmp","Possible","left","1618"
"1","left","newpossa5_96_ud.bmp","Possible","left","352"
"1","right","impossb1_271.bmp","Impossible","right","963"
"1","left","newpossh6_195.bmp","Possible","left","448"
"1","right","impossh1_353_lr.bmp","Impossible","right","304"
"1","right","impossi2_96.bmp","Impossible","right","304"
"1","right","impossg3_207_ud.bmp","Impossible","right","2109"
"1","left","newpossb3_130.bmp","Possible","left","662"
"1","left","newpossc3_8_lr.bmp","Possible","left","449"
"1","right","impossg8_128.bmp","Impossible","right","295"
"1","right","impossc1_355_lr.bmp","Impossible","right","314"
"1","left","newpossg4_322.bmp","Possible","left","240"
"1","right","impossh4_331_lr.bmp","Impossible","right","316"
"1","right","impossh6_270_ud.bmp","Impossible","right","464"
"1","right","impossh3_60_ud.bmp","Impossible","right","507"
"1","right","impossi2_257.bmp","Impossible","right","228"
"1","left","newpossa6_54_ud.bmp","Possible","left","312"
"0","left","newpossc4_339_ud.bmp","Possible","right","412"
"1","left","newpossh3_32_ud.bmp","Possible","left","304"
"1","right","impossb6_263_lr.bmp","Impossible","right","391"
"1","right","impossb5_298_ud.bmp","Impossible","right","324"
"1","right","impossa5_189.bmp","Impossible","right","443"
"1","left","newpossa2_49.bmp","Possible","left","248"
"1","right","impossb4_176_ud.bmp","Impossible","right","398"
"1","right","impossb5_223_ud.bmp","Impossible","right","1008"
"1","left","newpossa4_209_lr.bmp","Possible","left","396"
"1","left","newpossg6_259_ud.bmp","Possible","left","1281"
"1","right","impossi4_97_ud.bmp","Impossible","right","257"
"1","right","impossa8_209_lr.bmp","Impossible","right","285"
"1","right","impossa1_37_ud.bmp","Impossible","right","454"
"1","left","newpossi2_26_lr.bmp","Possible","left","314"
"1","right","impossh3_141_lr.bmp","Impossible","right","277"
"1","right","impossg7_249_ud.bmp","Impossible","right","397"
"1","right","impossb2_339_lr.bmp","Impossible","right","321"
"1","right","impossi1_81_lr.bmp","Impossible","right","346"
"1","right","impossb1_167_lr.bmp","Impossible","right","334"
"1","left","newpossi6_325_lr.bmp","Possible","left","409"
"1","right","impossg1_182_ud.bmp","Impossible","right","279"
"1","right","impossi5_98.bmp","Impossible","right","289"
"1","left","newpossc6_32_ud.bmp","Possible","left","1743"
"1","left","newpossg3_170_lr.bmp","Possible","left","348"
"0","left","newpossh1_95.bmp","Possible","right","308"
"1","left","newpossg4_344_ud.bmp","Possible","left","336"
"1","left","newpossc1_190.bmp","Possible","left","1357"
"1","right","impossh6_31.bmp","Impossible","right","335"
"1","right","impossg4_73_lr.bmp","Impossible","right","380"
"1","right","impossh5_229.bmp","Impossible","right","234"
"1","left","newpossa4_70_lr.bmp","Possible","left","604"
"0","left","newpossh1_352_lr.bmp","Possible","right","1048"
"0","right","impossa3_224_lr.bmp","Impossible","left","988"
"0","left","newpossg1_59_ud.bmp","Possible","right","382"
"1","left","newpossh4_83_ud.bmp","Possible","left","411"
"1","left","newpossa6_200_lr.bmp","Possible","left","350"
"0","left","newpossh2_324.bmp","Possible","right","3148"
"0","right","impossg2_46_lr.bmp","Impossible","left","269"
"1","right","impossg5_78_lr.bmp","Impossible","right","277"
"1","left","newpossh3_18_ud.bmp","Possible","left","1374"
"1","right","impossa2_216_lr.bmp","Impossible","right","444"
"1","left","newpossi6_327_lr.bmp","Possible","left","949"
"1","left","newpossa5_92.bmp","Possible","left","2374"
"1","left","newpossg2_2.bmp","Possible","left","303"
"1","left","newpossc2_283.bmp","Possible","left","705"
"1","left","newpossg3_108.bmp","Possible","left","329"
"0","left","newpossa7_44_ud.bmp","Possible","right","1346"
"0","left","newpossi3_284.bmp","Possible","right","1255"
"1","left","newpossi4_69_lr.bmp","Possible","left","427"
"1","left","newpossb3_64_lr.bmp","Possible","left","260"
"1","left","newpossi3_154_lr.bmp","Possible","left","571"
"1","right","impossa1_60_ud.bmp","Impossible","right","464"
"1","right","impossg5_144_ud.bmp","Impossible","right","322"
"1","left","newpossa1_70_lr.bmp","Possible","left","614"
"1","right","impossi6_276.bmp","Impossible","right","372"
"1","right","impossc3_125_lr.bmp","Impossible","right","271"
"1","right","impossa2_270.bmp","Impossible","right","384"
"0","left","newpossg7_258_ud.bmp","Possible","right","414"
"1","right","impossh4_166_lr.bmp","Impossible","right","364"
"1","right","impossi1_355_lr.bmp","Impossible","right","580"
"1","left","newpossg2_359_lr.bmp","Possible","left","1022"
"1","right","impossi6_19_lr.bmp","Impossible","right","588"
"0","left","newpossc4_21_ud.bmp","Possible","right","388"
"1","right","impossb4_269.bmp","Impossible","right","271"
"1","left","newpossc5_83_ud.bmp","Possible","left","480"
