"correct","correct_response","image","label","response","response_time"
"1","left","newpossc4.bmp","Possible","left","1672"
"1","left","newpossa6.bmp","Possible","left","918"
"0","right","impossa1.bmp","Impossible","left","857"
"1","right","impossi4.bmp","Impossible","right","1015"
"0","right","impossa3.bmp","Impossible","left","1342"
"1","left","newpossc5.bmp","Possible","left","911"
"1","left","newpossi1.bmp","Possible","left","1179"
"0","left","newpossh3.bmp","Possible","right","924"
"1","left","newpossa5.bmp","Possible","left","935"
"1","right","impossg4.bmp","Impossible","right","1069"
"1","right","impossc4.bmp","Impossible","right","717"
"1","right","impossi3.bmp","Impossible","right","663"
"1","right","impossc5.bmp","Impossible","right","1245"
"1","left","newpossb1.bmp","Possible","left","581"
"1","right","impossg1.bmp","Impossible","right","757"
"1","left","newpossa2.bmp","Possible","left","1348"
"1","right","impossh4.bmp","Impossible","right","665"
"1","right","impossc6.bmp","Impossible","right","789"
"1","left","newpossg3.bmp","Possible","left","879"
"1","right","impossc2.bmp","Impossible","right","871"
"1","left","newpossg5.bmp","Possible","left","540"
"1","right","impossc1.bmp","Impossible","right","817"
"1","left","newpossa8.bmp","Possible","left","560"
"0","right","impossi1.bmp","Impossible","left","947"
"1","left","newpossa7.bmp","Possible","left","529"
"1","left","newpossb2.bmp","Possible","left","616"
"1","right","impossg7.bmp","Impossible","right","911"
"1","right","impossb5.bmp","Impossible","right","830"
"1","right","impossi6.bmp","Impossible","right","695"
"1","right","impossg2.bmp","Impossible","right","974"
"0","left","newpossi5.bmp","Possible","right","580"
"1","right","impossi2.bmp","Impossible","right","503"
"1","right","impossb6.bmp","Impossible","right","1011"
"1","left","newpossh6.bmp","Possible","left","399"
"1","left","newpossi6.bmp","Possible","left","637"
"1","left","newpossg4.bmp","Possible","left","518"
"1","left","newpossb4.bmp","Possible","left","544"
"1","left","newpossc6.bmp","Possible","left","431"
"1","left","newpossa4.bmp","Possible","left","641"
"1","left","newpossb5.bmp","Possible","left","449"
"1","left","newpossg8.bmp","Possible","left","1276"
"1","left","newpossb3.bmp","Possible","left","402"
"0","right","impossg3.bmp","Impossible","left","1908"
"1","left","newpossh4.bmp","Possible","left","616"
"0","left","newpossh1.bmp","Possible","right","1454"
"1","left","newpossa1.bmp","Possible","left","584"
"1","right","impossa2.bmp","Impossible","right","589"
"1","left","newpossc2.bmp","Possible","left","469"
"1","left","newpossi4.bmp","Possible","left","1534"
"1","right","impossa4.bmp","Impossible","right","1134"
"1","right","impossh2.bmp","Impossible","right","574"
"1","left","newpossg7.bmp","Possible","left","1517"
"1","right","impossh3.bmp","Impossible","right","1047"
"1","right","impossh5.bmp","Impossible","right","895"
"1","right","impossa7.bmp","Impossible","right","418"
"1","right","impossb2.bmp","Impossible","right","576"
"0","right","impossb3.bmp","Impossible","left","1059"
"1","right","impossa8.bmp","Impossible","right","1093"
"1","left","newpossa3.bmp","Possible","left","424"
"0","right","impossb1.bmp","Impossible","left","1327"
"1","right","impossg5.bmp","Impossible","right","1169"
"1","right","impossb4.bmp","Impossible","right","767"
"0","left","newpossh2.bmp","Possible","right","1699"
"1","left","newpossg1.bmp","Possible","left","699"
"1","right","impossc3.bmp","Impossible","right","1148"
"0","left","newpossg6.bmp","Possible","right","429"
"1","left","newpossi3.bmp","Possible","left","620"
"1","right","impossg8.bmp","Impossible","right","880"
"0","right","impossa6.bmp","Impossible","left","806"
"1","left","newpossg2.bmp","Possible","left","835"
"1","right","impossg6.bmp","Impossible","right","561"
"1","left","newpossh5.bmp","Possible","left","908"
"1","right","impossi5.bmp","Impossible","right","933"
"1","left","newpossb6.bmp","Possible","left","394"
"0","left","newpossc3.bmp","Possible","right","1798"
"1","left","newpossc1.bmp","Possible","left","611"
"1","left","newpossi2.bmp","Possible","left","608"
"1","right","impossh1.bmp","Impossible","right","495"
"1","right","impossh6.bmp","Impossible","right","714"
"1","right","impossa5.bmp","Impossible","right","1199"
"1","right","impossa6_102.bmp","Impossible","right","868"
"1","right","impossi4_97_ud.bmp","Impossible","right","692"
"0","right","impossi1_355_lr.bmp","Impossible","left","558"
"1","right","impossc1_139_lr.bmp","Impossible","right","1734"
"1","left","newpossc3_8_lr.bmp","Possible","left","598"
"1","left","newpossg7_258_ud.bmp","Possible","left","569"
"1","right","impossb2_303.bmp","Impossible","right","636"
"1","right","impossb2_339_lr.bmp","Impossible","right","813"
"1","left","newpossg5_318_lr.bmp","Possible","left","585"
"1","left","newpossb2_123_ud.bmp","Possible","left","470"
"1","left","newpossg7_270_lr.bmp","Possible","left","909"
"1","left","newpossa1_331_lr.bmp","Possible","left","712"
"1","left","newpossc5_83_ud.bmp","Possible","left","503"
"1","right","impossa2_270.bmp","Impossible","right","670"
"1","left","newpossi4_69_lr.bmp","Possible","left","695"
"1","right","impossh4_166_lr.bmp","Impossible","right","648"
"1","left","newpossi1_304_lr.bmp","Possible","left","663"
"0","right","impossi3_137_ud.bmp","Impossible","left","649"
"1","right","impossa5_189.bmp","Impossible","right","825"
"1","left","newpossa7_44_ud.bmp","Possible","left","745"
"1","right","impossa4_248_ud.bmp","Impossible","right","1107"
"0","left","newpossa4_209_lr.bmp","Possible","right","578"
"1","right","impossa6_246_lr.bmp","Impossible","right","1200"
"1","right","impossg3_207_ud.bmp","Impossible","right","655"
"1","left","newpossg3_108.bmp","Possible","left","820"
"0","left","newpossb1_161_lr.bmp","Possible","right","879"
"1","left","newpossh2_324.bmp","Possible","left","959"
"1","left","newpossc1_220_ud.bmp","Possible","left","1215"
"1","right","impossh6_31.bmp","Impossible","right","662"
"1","left","newpossa8_34_lr.bmp","Possible","left","437"
"1","left","newpossb3_130.bmp","Possible","left","499"
"1","right","impossh4_331_lr.bmp","Impossible","right","810"
"1","right","impossg5_144_ud.bmp","Impossible","right","1077"
"1","left","newpossb5_354_lr.bmp","Possible","left","1851"
"1","left","newpossi3_284.bmp","Possible","left","671"
"0","right","impossa1_60_ud.bmp","Impossible","left","1331"
"1","left","newpossc1_190.bmp","Possible","left","477"
"1","right","impossh5_165_lr.bmp","Impossible","right","884"
"1","right","impossb3_318_ud.bmp","Impossible","right","433"
"1","right","impossc3_125_lr.bmp","Impossible","right","789"
"1","left","newpossb6_305_lr.bmp","Possible","left","721"
"1","left","newpossb6_303.bmp","Possible","left","449"
"1","left","newpossg2_2.bmp","Possible","left","956"
"1","left","newpossg6_259_ud.bmp","Possible","left","470"
"1","left","newpossi4_74.bmp","Possible","left","454"
"1","right","impossh2_102_ud.bmp","Impossible","right","633"
"1","left","newpossa3_323.bmp","Possible","left","620"
