,acc,epoch,loss,val_acc,val_loss
0,0.4375,0,2.671814203262329,0.5,0.9168786108493805
0,0.4375,1,0.8419821411371231,0.65625,0.6363182663917542
0,0.515625,2,0.969882920384407,0.5,0.9992554187774658
0,0.5,3,1.1985794752836227,0.5,2.025796413421631
0,0.484375,4,2.165926218032837,0.5625,0.6843063533306122
0,0.609375,5,1.5769628435373306,0.5,0.7647762298583984
0,0.578125,6,1.412100002169609,0.625,0.5642207860946655
0,0.578125,7,1.1139564961194992,0.6875,0.5850273966789246
0,0.53125,8,0.9569002240896225,0.75,0.5345974713563919
0,0.609375,9,1.0322561860084534,0.65625,0.6454438269138336
0,0.625,10,0.826367124915123,0.59375,0.6957690417766571
0,0.546875,11,0.785280704498291,0.59375,0.6821334958076477
0,0.59375,12,0.7391233742237091,0.6875,0.6495997607707977
0,0.546875,13,0.9678768813610077,0.65625,0.5504365861415863
0,0.625,14,0.66457499563694,0.625,0.6166752278804779
0,0.765625,15,0.6320866644382477,0.78125,0.4786102920770645
0,0.546875,16,0.8353885114192963,0.5,0.5857657790184021
0,0.625,17,0.7336310595273972,0.65625,0.532420352101326
0,0.703125,18,0.6456617265939713,0.75,0.562622994184494
0,0.609375,19,0.7396460324525833,0.8125,0.4315292239189148
0,0.671875,20,0.7208003401756287,0.78125,0.35977865755558014
0,0.796875,21,0.5805444717407227,0.59375,0.6228058040142059
0,0.6875,22,0.7719487249851227,0.71875,0.4943014830350876
0,0.671875,23,0.5783017128705978,0.75,0.60872682929039
0,0.671875,24,0.5628238022327423,0.8125,0.4543600529432297
0,0.71875,25,0.5938596725463867,0.78125,0.42802539467811584
0,0.703125,26,0.6435548067092896,0.6875,0.5166446268558502
0,0.6875,27,0.8435619324445724,0.59375,0.7776690721511841
0,0.703125,28,0.5801248401403427,0.625,0.9483433067798615
0,0.703125,29,0.7498218864202499,0.625,0.9646717607975006
0,0.796875,30,0.4739186018705368,0.6875,0.9418866038322449
0,0.65625,31,0.7835080698132515,0.65625,0.6178716719150543
0,0.6875,32,0.9933349192142487,0.8125,0.4872218668460846
0,0.78125,33,0.6042050421237946,0.6875,0.7116622924804688
0,0.734375,34,0.7704528719186783,0.6875,0.9381539523601532
0,0.71875,35,0.6379056051373482,0.625,1.8242843747138977
0,0.6875,36,1.0183980613946915,0.5625,1.978176474571228
0,0.640625,37,1.6703479140996933,0.6875,0.8456312417984009
0,0.6875,38,0.9840744435787201,0.75,0.5263811349868774
0,0.671875,39,0.6857794001698494,0.625,0.65596903860569
0,0.71875,40,0.6344831138849258,0.78125,0.45228780806064606
0,0.734375,41,0.5482722893357277,0.8125,0.6320041120052338
0,0.671875,42,0.7788939699530602,0.71875,0.6628487706184387
0,0.734375,43,0.9256640449166298,0.6875,0.6931997239589691
0,0.8125,44,0.42545485496520996,0.78125,0.6394113451242447
0,0.75,45,0.6845274567604065,0.6875,0.8079266846179962
0,0.703125,46,0.6045485585927963,0.78125,0.46528778970241547
0,0.75,47,0.6473795548081398,0.75,0.48325175046920776
0,0.75,48,0.6364580951631069,0.75,0.4704173058271408
0,0.6875,49,0.7132560461759567,0.78125,0.46751563251018524
0,0.75,50,0.5847169160842896,0.6875,0.5459222495555878
0,0.796875,51,0.4751027375459671,0.84375,0.4062690883874893
0,0.8125,52,0.4716179370880127,0.78125,0.36506208777427673
0,0.734375,53,0.6913198791444302,0.625,0.8648321330547333
0,0.6875,54,0.8264576643705368,0.65625,0.5055135786533356
0,0.78125,55,0.4596615359187126,0.6875,0.5059724897146225
0,0.71875,56,0.5424049124121666,0.78125,0.6075544655323029
0,0.84375,57,0.4219304025173187,0.71875,0.5259216576814651
0,0.65625,58,0.619376577436924,0.71875,0.42580439150333405
0,0.703125,59,0.5812967792153358,0.59375,0.8143747746944427
0,0.71875,60,0.8056256473064423,0.78125,0.4981051981449127
0,0.71875,61,0.6227668598294258,0.75,0.4750032424926758
0,0.703125,62,0.6853493563830853,0.65625,0.7415586113929749
0,0.765625,63,0.6260557621717453,0.75,0.41860952973365784
0,0.734375,64,0.5686024725437164,0.6875,0.508302852511406
0,0.78125,65,0.49071819335222244,0.59375,0.6311975121498108
0,0.796875,66,0.5258988812565804,0.8125,0.45287464559078217
0,0.71875,67,0.45584098249673843,0.75,0.5075111389160156
0,0.6875,68,0.8484111204743385,0.8125,0.4902009069919586
0,0.78125,69,0.5343336649239063,0.78125,0.5708574652671814
0,0.8125,70,0.6850497424602509,0.71875,0.453444242477417
0,0.703125,71,0.7522410824894905,0.75,0.4255656749010086
0,0.78125,72,0.6457913145422935,0.6875,0.6175378859043121
0,0.71875,73,0.7709641717374325,0.84375,0.3853396326303482
0,0.6875,74,0.8304143846035004,0.75,0.4529300034046173
0,0.765625,75,0.5436713770031929,0.6875,0.6577810347080231
0,0.734375,76,0.7069763392210007,0.84375,0.4325355440378189
0,0.703125,77,0.6579420864582062,0.875,0.2870459333062172
0,0.734375,78,0.7921782732009888,0.78125,0.39998018741607666
0,0.65625,79,0.657570406794548,0.78125,0.39113640785217285
0,0.78125,80,0.46166449785232544,0.6875,0.5919891446828842
0,0.78125,81,0.523663766682148,0.6875,0.7128197550773621
0,0.78125,82,0.524392481893301,0.625,0.9696265459060669
0,0.796875,83,0.8329838030040264,0.6875,0.6835923790931702
0,0.859375,84,0.5854102782905102,0.6875,0.5010649859905243
0,0.78125,85,0.4983324818313122,0.75,0.635730117559433
0,0.75,86,0.6940045356750488,0.78125,0.513836607336998
0,0.796875,87,0.5361506640911102,0.59375,0.7616617679595947
0,0.8125,88,0.5410859882831573,0.6875,0.6168570220470428
0,0.78125,89,0.6146104484796524,0.90625,0.33820749819278717
0,0.71875,90,0.5524796172976494,0.84375,0.48787325620651245
0,0.8125,91,0.3124990500509739,0.78125,0.4911030977964401
0,0.78125,92,0.6349608153104782,0.75,0.5995567142963409
0,0.828125,93,0.47805551066994667,0.78125,0.47988101840019226
0,0.703125,94,0.7236013934016228,0.6875,0.5425938069820404
0,0.765625,95,0.6502474844455719,0.875,0.38848520815372467
0,0.84375,96,0.41991353407502174,0.65625,0.707677572965622
0,0.78125,97,0.7744832038879395,0.84375,0.38236792385578156
0,0.71875,98,0.7438653185963631,0.8125,0.45449262857437134
0,0.796875,99,0.403290256857872,0.75,0.7676060497760773
