,acc,epoch,loss,val_acc,val_loss
0,0.5625,0,1.0960087329149246,0.59375,1.8166167736053467
0,0.46875,1,4.003990828990936,0.5,3.3960213661193848
0,0.578125,2,1.8419075906276703,0.5,1.2464551329612732
0,0.5,3,0.9534520655870438,0.5,0.9415755867958069
0,0.546875,4,0.7781276106834412,0.5,0.9018908143043518
0,0.515625,5,0.796442836523056,0.53125,0.715525895357132
0,0.640625,6,0.633269414305687,0.5625,0.6734033226966858
0,0.5625,7,0.7387715131044388,0.625,0.612736314535141
0,0.53125,8,1.0587301850318909,0.5625,0.7488566637039185
0,0.46875,9,0.8901975303888321,0.59375,0.7287249863147736
0,0.65625,10,0.6701297536492348,0.71875,0.5813641846179962
0,0.578125,11,0.7375349178910255,0.625,0.5670509338378906
0,0.578125,12,0.7290633618831635,0.625,0.6502031981945038
0,0.53125,13,0.7296486794948578,0.71875,0.5819008648395538
0,0.703125,14,0.6122177094221115,0.6875,0.5896622538566589
0,0.671875,15,0.5965235829353333,0.59375,0.7933522164821625
0,0.640625,16,0.657969743013382,0.59375,0.727350264787674
0,0.65625,17,0.6451900824904442,0.71875,0.6446130275726318
0,0.578125,18,0.7037782222032547,0.5625,0.7617983520030975
0,0.59375,19,0.7886329740285873,0.71875,0.5929102003574371
0,0.59375,20,0.6655395776033401,0.625,0.6247241497039795
0,0.703125,21,0.6170571595430374,0.71875,0.5500317513942719
0,0.71875,22,0.578838050365448,0.5625,0.6622085869312286
0,0.53125,23,0.8159492462873459,0.625,0.5561463236808777
0,0.609375,24,0.7267969846725464,0.5625,0.7078507244586945
0,0.640625,25,0.6261950805783272,0.53125,0.9393965899944305
0,0.515625,26,0.8317992687225342,0.625,0.6500521302223206
0,0.65625,27,0.61844103038311,0.65625,0.5562315285205841
0,0.703125,28,0.5831224173307419,0.71875,0.6175643503665924
0,0.625,29,0.739137314260006,0.59375,0.7894951701164246
0,0.640625,30,0.7265667617321014,0.6875,0.6079711019992828
0,0.71875,31,0.5455307066440582,0.6875,0.559619277715683
0,0.6875,32,0.5798629596829414,0.5625,0.7292685806751251
0,0.796875,33,0.4987383335828781,0.65625,0.6213402599096298
0,0.671875,34,0.5776519328355789,0.625,0.6534486413002014
0,0.625,35,0.6028718054294586,0.6875,0.6073064208030701
0,0.65625,36,0.670300230383873,0.5625,0.7338114678859711
0,0.703125,37,0.5349682867527008,0.78125,0.5231054127216339
0,0.71875,38,0.5880811735987663,0.75,0.6253523230552673
0,0.640625,39,0.6607513725757599,0.71875,0.694866955280304
