,acc,epoch,loss,val_acc,val_loss
0,0.55234375,0.0,1.2299526769667863,0.5046875,1.5440666556358338
0,0.67890625,1.0,0.8540150923654437,0.5,4.568131881952286
0,0.73515625,2.0,0.6897511137649417,0.5,5.021787062287331
0,0.7921875,3.0,0.5152884439565242,0.4984375,5.515507313609123
0,0.8375,4.0,0.42006023321300745,0.5,5.97086633592844
0,0.83203125,5.0,0.4263491909019649,0.5234375,3.7140236988663675
0,0.86015625,6.0,0.3632355504669249,0.56875,3.9017137594521047
0,0.88984375,7.0,0.27644474738044666,0.584375,6.365875522047281
0,0.9,8.0,0.2730428747483529,0.5765625,8.410181869380176
0,0.925,9.0,0.22123082848265768,0.5875,9.182482492364944
0,0.92265625,10.0,0.21816460628760978,0.6046875,6.0834967057686296
0,0.9234375,11.0,0.19348314309027045,0.675,6.590405885316431
0,0.94609375,12.0,0.15797977226320653,0.6703125,5.312240661308169
0,0.94375,13.0,0.1491344128269702,0.75,3.543382479995489
0,0.97109375,14.0,0.10013684113509953,0.7578125,2.5136725808493794
0,0.965625,15.0,0.09619018915109337,0.75,2.646600623615086
0,0.96484375,16.0,0.09199541652924381,0.8046875,2.2704531107097865
0,0.96484375,17.0,0.1186807849444449,0.8453125,1.6386396187299397
0,0.96015625,18.0,0.10550880229566247,0.8546875,0.8520349758677185
0,0.96796875,19.0,0.09064058545045554,0.8578125,0.7350207611918449
0,0.9765625,20.0,0.057179981924127786,0.884375,0.8625002894550562
0,0.97890625,21.0,0.056540866196155545,0.915625,0.6387310687452554
0,0.984375,22.0,0.04822875165846199,0.9078125,0.4872069634962827
0,0.990625,23.0,0.021369308326393367,0.8890625,0.8198675529565662
0,0.9875,24.0,0.04188263972755522,0.9,0.45229097208939495
0,0.98671875,25.0,0.036628331954125314,0.9328125,0.2961497809737921
0,0.9890625,26.0,0.03428962090983987,0.9625,0.11153884986415505
0,0.99140625,27.0,0.026758988760411738,0.9484375,0.15173401981592177
0,0.9890625,28.0,0.02423286191187799,0.9390625,0.2326370092574507
0,0.98984375,29.0,0.024484018655493857,0.9109375,0.3729115760419518
0,0.990625,30.0,0.045782992313615975,0.9265625,0.41387656712904575
0,0.9921875,31.0,0.04736763953696936,0.9078125,0.49021035188343376
0,0.98359375,32.0,0.05007653015200049,0.9125,0.9230107927229255
0,0.9875,33.0,0.04041865798644721,0.93125,1.3813111732248218
0,0.98515625,34.0,0.057499762438237664,0.9234375,5.061281562317163
0,0.98515625,35.0,0.03720441342447885,0.890625,3.658534481516108
