,acc,epoch,loss,val_acc,val_loss
0,0.484375,0.0,3.114433504641056,0.5,1.4562449008226395
0,0.484375,1.0,1.398100344836712,0.5,1.1202700763940812
0,0.503125,2.0,1.2134149335324764,0.503125,1.0255224406719208
0,0.4984375,3.0,1.1349650904536248,0.5109375,0.9222322344779968
0,0.49609375,4.0,1.1710391096770763,0.521875,0.9002548888325691
0,0.52578125,5.0,1.0767737939953803,0.5328125,0.7638039588928223
0,0.546875,6.0,1.0570182282477618,0.5546875,0.8342209249734879
0,0.51796875,7.0,1.1084613993763923,0.5515625,0.8168990522623062
0,0.5359375,8.0,1.0723789364099503,0.56875,0.7739281222224236
0,0.53359375,9.0,0.9929916739463807,0.5640625,0.7348247542977333
0,0.534375,10.0,0.9130227543413639,0.571875,0.7078490018844604
0,0.5453125,11.0,0.8649357404559851,0.578125,0.6824830815196037
0,0.56328125,12.0,0.8415414616465569,0.5875,0.7203331172466279
0,0.5671875,13.0,0.8311866659671068,0.575,0.7363690242171288
0,0.56640625,14.0,0.820670959725976,0.578125,0.6944621920585632
0,0.57890625,15.0,0.7836844645440578,0.61875,0.6795860163867473
0,0.56796875,16.0,0.7939437452703715,0.609375,0.6585552543401718
0,0.59140625,17.0,0.8073386270552874,0.6375,0.6870632462203503
0,0.609375,18.0,0.7702951300889254,0.6265625,0.6661269031465054
0,0.62578125,19.0,0.7318813964724541,0.621875,0.6727607995271683
0,0.62265625,20.0,0.7309596098959446,0.6015625,0.680879395455122
0,0.6375,21.0,0.738746877387166,0.6078125,0.7430267557501793
0,0.625,22.0,0.7616293672472239,0.6515625,0.6773085415363311
0,0.64375,23.0,0.7278145767748356,0.6375,0.6830661289393902
0,0.65859375,24.0,0.7407687049359083,0.6421875,0.7505361422896385
0,0.66484375,25.0,0.7373061671853065,0.640625,0.667331425845623
0,0.64453125,26.0,0.7285998970270157,0.684375,0.6571171224117279
0,0.6640625,27.0,0.695381074026227,0.6703125,0.6712408185005188
0,0.69296875,28.0,0.698337391205132,0.653125,0.7390477277338505
0,0.69375,29.0,0.6969879927113652,0.65,0.7374769859015942
0,0.66328125,30.0,0.7461587712168694,0.6625,0.6775856249034404
0,0.6953125,31.0,0.691791738383472,0.6625,0.7440872877836228
0,0.67109375,32.0,0.7913827370852232,0.678125,0.7067432433366776
0,0.7125,33.0,0.7054677896201611,0.628125,0.8818626500666141
0,0.684375,34.0,0.7707281045615673,0.6546875,0.809920172393322
0,0.70390625,35.0,0.7958558240905405,0.640625,0.7781920067965984
0,0.69296875,36.0,0.7509544558823109,0.63125,0.7479178935289383
0,0.6984375,37.0,0.6978196561336517,0.659375,0.6845872610807419
0,0.70078125,38.0,0.7245186705142259,0.6703125,0.7015967153012752
0,0.70703125,39.0,0.7088785126805306,0.6859375,0.6501113936305046
0,0.69609375,40.0,0.6719415958970785,0.6515625,0.8090470001101494
