,epoch,acc,val_acc,loss,val_loss
0,99,0.484375,0.53125,0.7009397447109222,0.6959854066371918
0,98,0.453125,0.53125,0.7086484134197235,0.7140239477157593
0,97,0.5,0.5,0.7074251472949982,0.7039766013622284
0,96,0.453125,0.5625,0.7198874056339264,0.6769760847091675
0,95,0.5625,0.5625,0.7030033469200134,0.6889406740665436
0,94,0.5,0.46875,0.7048581838607788,0.6923535466194153
0,93,0.5625,0.4375,0.6838177144527435,0.709064394235611
0,92,0.46875,0.40625,0.7145931422710419,0.7340904474258423
0,91,0.59375,0.59375,0.6799165308475494,0.6677590608596802
0,90,0.390625,0.34375,0.7372953593730927,0.7173564434051514
0,89,0.453125,0.5,0.7190462648868561,0.6914196014404297
0,88,0.453125,0.4375,0.7076318264007568,0.7292563021183014
0,87,0.53125,0.34375,0.69103142619133,0.7318995296955109
0,86,0.453125,0.53125,0.7106780111789703,0.6997993290424347
0,85,0.453125,0.46875,0.7309007942676544,0.6955363750457764
0,84,0.640625,0.53125,0.6664824783802032,0.6992288827896118
0,83,0.515625,0.5,0.7000184953212738,0.6859723627567291
0,82,0.53125,0.625,0.6794918477535248,0.6676750779151917
0,81,0.515625,0.40625,0.6686057150363922,0.7125478088855743
0,80,0.546875,0.375,0.6840604841709137,0.7288536429405212
0,79,0.359375,0.40625,0.7349816262722015,0.7082051336765289
0,78,0.59375,0.40625,0.6728259027004242,0.7120688259601593
0,77,0.421875,0.4375,0.7052565515041351,0.697805643081665
0,76,0.53125,0.4375,0.6961066126823425,0.6936414539813995
0,75,0.40625,0.3125,0.6985037922859192,0.7333107888698578
0,74,0.453125,0.46875,0.7208681106567383,0.6969157755374908
0,73,0.484375,0.46875,0.7142928540706635,0.703331708908081
0,72,0.484375,0.375,0.6929369270801544,0.7338011860847473
0,71,0.34375,0.5625,0.73805832862854,0.7026809751987457
0,70,0.4375,0.4375,0.7153572142124176,0.7002725005149841
0,69,0.484375,0.46875,0.7095449268817902,0.7115680575370789
0,68,0.4375,0.40625,0.7282937467098236,0.7133738100528717
0,67,0.5,0.34375,0.7014478743076324,0.7114801406860352
0,66,0.390625,0.40625,0.7266453504562378,0.7165521085262299
0,65,0.5625,0.53125,0.6989097893238068,0.6896972358226776
0,64,0.5,0.34375,0.6914352774620056,0.7400810718536377
0,63,0.5,0.5,0.7151331901550293,0.6928429901599884
0,62,0.46875,0.5,0.7148576974868774,0.7227801382541656
0,61,0.4375,0.46875,0.7257122993469238,0.6936807036399841
0,60,0.515625,0.5625,0.6934445798397064,0.6993839144706726
0,59,0.390625,0.4375,0.7165534198284149,0.6996494233608246
0,58,0.484375,0.53125,0.7011951208114624,0.687705785036087
0,57,0.4375,0.5,0.7242510914802551,0.7006861865520477
0,56,0.515625,0.59375,0.6996623277664185,0.6773410141468048
0,55,0.453125,0.4375,0.7194288074970245,0.7112140655517578
0,54,0.4375,0.40625,0.7116543054580688,0.7117098569869995
0,53,0.296875,0.4375,0.743648111820221,0.7020381093025208
0,52,0.515625,0.53125,0.7142009437084198,0.6974860727787018
0,51,0.421875,0.5,0.7125632762908936,0.7048998773097992
0,50,0.5,0.4375,0.7066625356674194,0.7186787128448486
0,49,0.5625,0.46875,0.7105737328529358,0.7175249457359314
0,48,0.484375,0.53125,0.6835747361183167,0.706597238779068
0,47,0.59375,0.375,0.6843706369400024,0.7119919955730438
0,46,0.546875,0.59375,0.7038476467132568,0.6666495203971863
