,epoch,acc,val_acc,loss,val_loss
0,99,0.421875,0.5,0.6951533854007721,0.6931499242782593
0,98,0.59375,0.5,0.6917600333690643,0.6931538283824921
0,97,0.515625,0.5,0.6945169568061829,0.6931488513946533
0,96,0.53125,0.5,0.6940385401248932,0.6931473612785339
0,95,0.4375,0.5,0.6941382437944412,0.6931472420692444
0,94,0.453125,0.5,0.6946132928133011,0.6931473612785339
0,93,0.5,0.5,0.691302090883255,0.6931538581848145
0,92,0.546875,0.5,0.6921331137418747,0.6931730508804321
0,91,0.4375,0.5,0.6938325762748718,0.6931629776954651
0,90,0.484375,0.5,0.6927869468927383,0.6931541562080383
0,89,0.40625,0.5,0.6953429877758026,0.6931624412536621
0,88,0.40625,0.5,0.6962881237268448,0.6931503415107727
0,87,0.546875,0.5,0.693208858370781,0.6931533813476562
0,86,0.59375,0.5,0.6910011768341064,0.6931477189064026
0,85,0.578125,0.5,0.6914016306400299,0.6931504011154175
0,84,0.515625,0.5,0.6929533183574677,0.6931513249874115
0,83,0.4375,0.5,0.6946791857481003,0.6931596100330353
0,82,0.5,0.5,0.6937459260225296,0.6931607723236084
0,81,0.484375,0.5,0.6932576596736908,0.6931710839271545
0,80,0.453125,0.5,0.6952039450407028,0.6931518912315369
0,79,0.515625,0.5,0.6917829662561417,0.6931503117084503
0,78,0.5625,0.5,0.6929655969142914,0.6931474804878235
0,77,0.46875,0.5,0.6945646852254868,0.6931492388248444
0,76,0.46875,0.5,0.6932571232318878,0.6931487023830414
0,75,0.390625,0.5,0.695059284567833,0.6931471824645996
0,74,0.53125,0.5,0.6922909170389175,0.6931488215923309
0,73,0.609375,0.5,0.6907927840948105,0.6931507289409637
0,72,0.5,0.5,0.6936898231506348,0.6931526064872742
0,71,0.515625,0.5,0.6935876458883286,0.693155974149704
0,70,0.609375,0.5,0.6916584372520447,0.6931475400924683
0,69,0.546875,0.5,0.6926908195018768,0.693147599697113
0,68,0.46875,0.5,0.6936507225036621,0.6931472420692444
0,67,0.5,0.5,0.6939495652914047,0.6931492686271667
0,66,0.5625,0.5,0.6916989833116531,0.6931505799293518
0,65,0.5625,0.5,0.6921803206205368,0.6931509375572205
0,64,0.4375,0.5,0.6949305236339569,0.6931488513946533
0,63,0.5,0.5,0.693487137556076,0.6931498646736145
0,62,0.65625,0.5,0.6904242783784866,0.6931538283824921
0,61,0.375,0.5,0.6949709355831146,0.6931507587432861
0,60,0.46875,0.5,0.6926179081201553,0.6931585669517517
0,59,0.5,0.5,0.692693442106247,0.693156510591507
0,58,0.296875,0.5,0.6956817358732224,0.6931473612785339
0,57,0.578125,0.5,0.6931314021348953,0.6931471824645996
0,56,0.34375,0.5,0.6966934502124786,0.6931519508361816
0,55,0.53125,0.5,0.6939593851566315,0.6931648850440979
0,54,0.46875,0.5,0.6937154829502106,0.6931487321853638
0,53,0.59375,0.5,0.692236989736557,0.693147212266922
0,52,0.453125,0.5,0.6950523257255554,0.6931484937667847
0,51,0.4375,0.5,0.6929420083761215,0.6931472420692444
0,50,0.5,0.5,0.6941115707159042,0.6931471824645996
0,49,0.5,0.5,0.6935792416334152,0.693147212266922
0,48,0.421875,0.5,0.6950943470001221,0.6931473314762115
0,47,0.5625,0.5,0.691518634557724,0.6931471824645996
0,46,0.578125,0.5,0.6914346665143967,0.6931474804878235
0,45,0.5,0.5,0.6933059096336365,0.6931477189064026
0,44,0.421875,0.5,0.6940962076187134,0.6931493878364563
0,43,0.625,0.5,0.6926231533288956,0.6931508481502533
0,42,0.53125,0.5,0.6935318261384964,0.6931484937667847
0,41,0.421875,0.5,0.6945469826459885,0.6931530833244324
0,40,0.484375,0.5,0.6933550983667374,0.6931479275226593
0,39,0.578125,0.5,0.6916647404432297,0.6931472420692444
0,38,0.546875,0.5,0.693784773349762,0.6931471526622772
0,37,0.390625,0.5,0.6950547099113464,0.6931489109992981
0,36,0.390625,0.5,0.6942975521087646,0.6931709349155426
0,35,0.546875,0.5,0.6925775855779648,0.6931444406509399
0,34,0.390625,0.5,0.6951068937778473,0.6931473612785339
0,33,0.59375,0.5,0.6924903690814972,0.6931431591510773
0,32,0.484375,0.5,0.6928083002567291,0.6931394934654236
0,31,0.53125,0.5,0.6926604211330414,0.6931419372558594
0,30,0.484375,0.5,0.6936684250831604,0.6931442320346832
0,29,0.53125,0.5,0.6933634728193283,0.6931457221508026
0,28,0.5,0.5,0.6934132725000381,0.6931521892547607
0,27,0.453125,0.5,0.6939316540956497,0.6931492388248444
0,26,0.515625,0.5,0.6925803869962692,0.6931405365467072
0,25,0.546875,0.5,0.6925922632217407,0.6931443512439728
0,24,0.515625,0.5,0.6934532672166824,0.6931468844413757
0,23,0.515625,0.5,0.6933281421661377,0.6931478977203369
0,22,0.40625,0.5,0.6940779238939285,0.6931442022323608
0,21,0.515625,0.5,0.692655012011528,0.6931450366973877
0,20,0.4375,0.5,0.6935211718082428,0.6931447982788086
0,19,0.625,0.5,0.6926271170377731,0.6931459903717041
0,18,0.53125,0.5,0.6926690638065338,0.693147212266922
0,17,0.5625,0.5,0.6931275129318237,0.6931466162204742
0,16,0.453125,0.5,0.6938095688819885,0.6931579411029816
0,15,0.515625,0.5,0.6929578185081482,0.6931474506855011
0,14,0.5,0.5,0.6936537027359009,0.6931474804878235
0,13,0.453125,0.5,0.6936746686697006,0.6931450366973877
0,12,0.375,0.5,0.6934372633695602,0.6931472718715668
0,11,0.53125,0.5,0.693245455622673,0.693146288394928
0,10,0.546875,0.5,0.6927289515733719,0.6931454241275787
0,9,0.46875,0.5,0.6934173554182053,0.6931475102901459
0,8,0.453125,0.5,0.6932227164506912,0.6931449472904205
0,7,0.5,0.5,0.6929508000612259,0.6931446492671967
0,6,0.5,0.5,0.6928998678922653,0.6931507289409637
0,5,0.5,0.5,0.6941966563463211,0.6931748986244202
0,4,0.5,0.5,0.7066114544868469,0.6932033002376556
0,3,0.5,0.5,0.6930714845657349,0.7089057564735413
0,2,0.515625,0.5,0.6938327699899673,0.693616509437561
0,1,0.421875,0.5,0.7156180292367935,0.6932722330093384
0,0,0.5,0.5,10.849135875701904,0.6930665075778961
