,epoch,acc,val_acc,loss,val_loss
0,99,0.71875,0.6875,0.5444583147764206,0.571506530046463
0,98,0.65625,0.53125,0.6168128699064255,0.7113888561725616
0,97,0.71875,0.75,0.5429374873638153,0.5401084423065186
0,96,0.828125,0.65625,0.5013441890478134,0.6093362867832184
0,95,0.8125,0.84375,0.4705057814717293,0.5347843766212463
0,94,0.75,0.59375,0.5677721798419952,0.6113810241222382
0,93,0.734375,0.5,0.5646234154701233,0.6970937848091125
0,92,0.765625,0.75,0.5543109178543091,0.584026038646698
0,91,0.765625,0.65625,0.5286870226264,0.6171718537807465
0,90,0.640625,0.6875,0.572848878800869,0.57993283867836
0,89,0.734375,0.78125,0.5570916756987572,0.5434096604585648
0,88,0.6875,0.78125,0.5725020170211792,0.48731547594070435
0,87,0.703125,0.90625,0.5041543915867805,0.4481321722269058
0,86,0.703125,0.625,0.5546441823244095,0.6451810002326965
0,85,0.734375,0.71875,0.5261556878685951,0.5892063677310944
0,84,0.671875,0.6875,0.5901787653565407,0.5672852694988251
0,83,0.703125,0.65625,0.5307696014642715,0.5811714828014374
0,82,0.734375,0.65625,0.529685840010643,0.5569226294755936
0,81,0.734375,0.65625,0.5436559990048409,0.5851772427558899
0,80,0.625,0.78125,0.6003204733133316,0.49274933338165283
0,79,0.8125,0.6875,0.5010025575757027,0.6208761632442474
0,78,0.6875,0.84375,0.5529235899448395,0.4812926799058914
0,77,0.703125,0.71875,0.5778259932994843,0.6060874164104462
0,76,0.609375,0.65625,0.6711658239364624,0.5816640555858612
0,75,0.75,0.625,0.48473266512155533,0.5443641841411591
0,74,0.71875,0.8125,0.5820896103978157,0.5016939491033554
0,73,0.71875,0.78125,0.5327301397919655,0.5197904706001282
0,72,0.671875,0.65625,0.5897151380777359,0.5692205727100372
0,71,0.734375,0.78125,0.5497858673334122,0.49957576394081116
0,70,0.640625,0.625,0.6580799221992493,0.6316685676574707
0,69,0.734375,0.6875,0.5549552291631699,0.4980117231607437
0,68,0.671875,0.78125,0.5940799713134766,0.5221115797758102
0,67,0.71875,0.5,0.5219015777111053,0.6388721466064453
0,66,0.78125,0.6875,0.4939190447330475,0.5431879162788391
0,65,0.734375,0.65625,0.5502614974975586,0.5477693378925323
0,64,0.734375,0.625,0.5640736222267151,0.6486287713050842
0,63,0.828125,0.71875,0.49989601969718933,0.6154159903526306
0,62,0.65625,0.6875,0.6373660862445831,0.5417740345001221
0,61,0.703125,0.875,0.558297224342823,0.46592405438423157
0,60,0.640625,0.6875,0.5930842012166977,0.5964362025260925
0,59,0.765625,0.84375,0.5545867681503296,0.5243864506483078
0,58,0.703125,0.6875,0.5480244755744934,0.5831780731678009
0,57,0.71875,0.71875,0.5198211818933487,0.596167266368866
0,56,0.71875,0.78125,0.543914794921875,0.5381024479866028
0,55,0.75,0.65625,0.5296405628323555,0.6153163611888885
0,54,0.75,0.59375,0.5287568420171738,0.599280595779419
0,53,0.71875,0.6875,0.5801565647125244,0.5630464851856232
0,52,0.84375,0.78125,0.512120857834816,0.5621160566806793
0,51,0.78125,0.71875,0.5158523097634315,0.5708463490009308
0,50,0.640625,0.65625,0.5790155827999115,0.5592393577098846
0,49,0.71875,0.84375,0.5582248121500015,0.5065485388040543
0,48,0.65625,0.71875,0.5773549675941467,0.5632896423339844
0,47,0.734375,0.75,0.5454082041978836,0.5298318564891815
0,46,0.703125,0.625,0.5962974280118942,0.5905506312847137
0,45,0.765625,0.71875,0.5419074222445488,0.552454799413681
0,44,0.703125,0.75,0.5447669625282288,0.5598317384719849
0,43,0.625,0.90625,0.5844829827547073,0.4804628938436508
0,42,0.734375,0.8125,0.5537530183792114,0.5495916604995728
0,41,0.6875,0.6875,0.5820065140724182,0.6552758812904358
0,40,0.734375,0.78125,0.5288160815834999,0.52049320936203
0,39,0.734375,0.71875,0.5475099235773087,0.5797582268714905
0,38,0.703125,0.65625,0.5787144154310226,0.6196423172950745
0,37,0.609375,0.625,0.5859488099813461,0.5915288627147675
0,36,0.703125,0.625,0.5814693793654442,0.6255860924720764
0,35,0.734375,0.6875,0.5505679398775101,0.5735705494880676
0,34,0.703125,0.6875,0.5526877194643021,0.584023118019104
0,33,0.640625,0.59375,0.6159112453460693,0.5953273177146912
0,32,0.75,0.75,0.5706455633044243,0.5914872586727142
0,31,0.640625,0.78125,0.6013797223567963,0.5839007198810577
0,30,0.734375,0.8125,0.5820131227374077,0.5856079757213593
0,29,0.6875,0.6875,0.5824360549449921,0.62665855884552
0,28,0.671875,0.65625,0.5906224995851517,0.5901254117488861
0,27,0.671875,0.75,0.6158652156591415,0.5639272630214691
0,26,0.6875,0.53125,0.5702988505363464,0.6776798367500305
0,25,0.6875,0.5625,0.6140787303447723,0.640823632478714
0,24,0.71875,0.65625,0.5627171248197556,0.6040014028549194
0,23,0.625,0.8125,0.6359662562608719,0.5591867864131927
0,22,0.75,0.75,0.5695576220750809,0.5330679714679718
0,21,0.625,0.71875,0.6434533298015594,0.6121477484703064
0,20,0.703125,0.875,0.6168545335531235,0.5265308618545532
0,19,0.6875,0.6875,0.5982494652271271,0.655521810054779
0,18,0.609375,0.5625,0.6291012018918991,0.6348953545093536
0,17,0.5,0.6875,0.6998353749513626,0.6147143542766571
0,16,0.640625,0.65625,0.6427168846130371,0.6042871475219727
0,15,0.59375,0.65625,0.6866416186094284,0.5652586817741394
0,14,0.65625,0.6875,0.6122974753379822,0.6259681880474091
0,13,0.671875,0.5625,0.6364396959543228,0.6543482542037964
0,12,0.6875,0.625,0.6192583292722702,0.611005961894989
0,11,0.578125,0.5,0.6965736746788025,0.6807031035423279
0,10,0.671875,0.625,0.6608870625495911,0.6444389820098877
0,9,0.5625,0.5625,0.6965380907058716,0.6826120316982269
0,8,0.65625,0.5625,0.6588431894779205,0.6697182059288025
0,7,0.59375,0.53125,0.6593311578035355,0.7025758028030396
0,6,0.578125,0.5625,0.689620852470398,0.6781142354011536
0,5,0.53125,0.46875,0.6896496415138245,0.6947466433048248
0,4,0.578125,0.59375,0.6716630309820175,0.6816909611225128
0,3,0.515625,0.59375,0.710994690656662,0.6854574084281921
0,2,0.546875,0.6875,0.6920581310987473,0.6722780764102936
0,1,0.53125,0.5,0.7035182863473892,0.6813617646694183
0,0,0.46875,0.625,0.7203835546970367,0.6866243183612823
