,epoch,acc,val_acc,loss,val_loss
0,99,0.828125,0.71875,0.43373721092939377,0.5093924254179001
0,98,0.75,0.65625,0.47846008092164993,0.640214204788208
0,97,0.765625,0.65625,0.5240611732006073,0.6598007678985596
0,96,0.75,0.6875,0.5343840420246124,0.5811275690793991
0,95,0.71875,0.5625,0.5430358275771141,0.6426963210105896
0,94,0.765625,0.59375,0.4794265851378441,0.7035508453845978
0,93,0.796875,0.6875,0.45343993604183197,0.5410660952329636
0,92,0.796875,0.78125,0.4670952409505844,0.5168093889951706
0,91,0.65625,0.59375,0.545880064368248,0.7015894949436188
0,90,0.640625,0.71875,0.6540985479950905,0.505601093173027
0,89,0.703125,0.625,0.5428560003638268,0.6014874875545502
0,88,0.6875,0.71875,0.5559435784816742,0.5482551157474518
0,87,0.78125,0.71875,0.48121795803308487,0.6550621688365936
0,86,0.796875,0.625,0.49799052625894547,0.5675265491008759
0,85,0.6875,0.8125,0.520531639456749,0.5079343616962433
0,84,0.78125,0.5625,0.4501408040523529,0.571993887424469
0,83,0.734375,0.875,0.49242590367794037,0.39943927526474
0,82,0.609375,0.65625,0.5907191038131714,0.6470482647418976
0,81,0.703125,0.65625,0.5486472323536873,0.7001734673976898
0,80,0.71875,0.6875,0.5530418083071709,0.5885826349258423
0,79,0.765625,0.625,0.4708418995141983,0.5881569385528564
0,78,0.6875,0.625,0.5694737657904625,0.6107542812824249
0,77,0.828125,0.59375,0.44161897897720337,0.606113463640213
0,76,0.734375,0.71875,0.5371528640389442,0.5654747486114502
0,75,0.78125,0.71875,0.5030455961823463,0.5854878425598145
0,74,0.703125,0.71875,0.6210953742265701,0.6422684192657471
0,73,0.765625,0.625,0.46241190284490585,0.640918105840683
0,72,0.71875,0.65625,0.5360417366027832,0.671714574098587
0,71,0.703125,0.71875,0.5879262685775757,0.5967972576618195
0,70,0.765625,0.71875,0.4935723841190338,0.5146043002605438
0,69,0.78125,0.6875,0.49029403924942017,0.6289806365966797
0,68,0.765625,0.65625,0.5006248280405998,0.5955607295036316
0,67,0.796875,0.65625,0.5215007588267326,0.5631921887397766
0,66,0.734375,0.6875,0.5041758343577385,0.6151585578918457
