,epoch,acc,val_acc,loss,val_loss
0,99,0.71875,0.71875,0.6292666867375374,0.47646623849868774
0,98,0.75,0.75,0.6596556603908539,0.5030205994844437
0,97,0.828125,0.65625,0.44817496836185455,0.6917843818664551
0,96,0.734375,0.6875,0.6777540594339371,0.6077616959810257
0,95,0.796875,0.84375,0.5174876824021339,0.46701647341251373
0,94,0.8125,0.71875,0.39920441061258316,0.533790796995163
0,93,0.75,0.75,0.6147513911128044,0.5438624024391174
0,92,0.84375,0.71875,0.5126623660326004,0.5235583782196045
0,91,0.703125,0.78125,0.95018669962883,0.573754072189331
0,90,0.84375,0.75,0.39699612185359,0.5036412477493286
0,89,0.78125,0.78125,0.6964060887694359,0.6099185347557068
0,88,0.75,0.65625,0.6308557465672493,0.5718061029911041
0,87,0.765625,0.8125,0.48914728313684464,0.38939787447452545
0,86,0.8125,0.65625,0.30070193111896515,0.5226903855800629
0,85,0.71875,0.78125,0.7364238351583481,0.4003480225801468
0,84,0.671875,0.6875,0.8591505363583565,0.5857880711555481
0,83,0.828125,0.59375,0.4920710250735283,0.8042733669281006
0,82,0.859375,0.71875,0.42688073962926865,0.6041577756404877
0,81,0.78125,0.75,0.386232927441597,0.6419870257377625
0,80,0.734375,0.75,0.5543890818953514,0.6242594122886658
0,79,0.703125,0.71875,0.7952605783939362,0.5966273099184036
0,78,0.703125,0.75,0.7261526510119438,0.43220067024230957
0,77,0.765625,0.71875,0.4522130787372589,0.5175730884075165
0,76,0.71875,0.78125,0.5992265418171883,0.4879038780927658
0,75,0.765625,0.75,0.605333536863327,0.45748329162597656
0,74,0.734375,0.78125,0.6576132327318192,0.497112438082695
0,73,0.75,0.71875,0.5873019248247147,0.43647801876068115
0,72,0.75,0.75,0.46964864432811737,0.4269355833530426
0,71,0.765625,0.75,0.6812012270092964,0.43035006523132324
0,70,0.75,0.6875,0.6801518946886063,0.532623678445816
0,69,0.75,0.6875,0.5745781809091568,0.7604277729988098
0,68,0.734375,0.875,0.5989613682031631,0.3323260545730591
0,67,0.8125,0.625,0.5809526443481445,0.5758582502603531
0,66,0.765625,0.78125,0.5600049868226051,0.5806522071361542
0,65,0.71875,0.59375,0.6962518319487572,1.1802367568016052
0,64,0.71875,0.65625,0.4873403012752533,0.6946375370025635
0,63,0.703125,0.75,0.7870142012834549,0.45446041226387024
0,62,0.75,0.65625,0.6749747097492218,0.7302104830741882
0,61,0.765625,0.8125,0.5490770265460014,0.5790414214134216
0,60,0.8125,0.65625,0.45481109619140625,0.749965101480484
0,59,0.78125,0.8125,0.5461626797914505,0.39647047221660614
0,58,0.734375,0.71875,0.6189982295036316,0.5606475919485092
0,57,0.8125,0.65625,0.37200430035591125,0.5374987125396729
0,56,0.75,0.8125,0.5880188718438148,0.42600999772548676
0,55,0.734375,0.75,0.6617226079106331,0.4189794361591339
0,54,0.765625,0.84375,0.870223805308342,0.5170290917158127
0,53,0.734375,0.84375,0.6206499561667442,0.4034997224807739
0,52,0.8125,0.8125,0.5530977994203568,0.5044053196907043
0,51,0.828125,0.78125,0.3870800733566284,0.45589134097099304
0,50,0.703125,0.75,0.6425713375210762,0.4165695607662201
0,49,0.734375,0.71875,0.7003585398197174,0.5426976382732391
0,48,0.703125,0.78125,0.8115752190351486,0.4233364909887314
0,47,0.609375,0.6875,0.8514466136693954,0.5735607594251633
