,img_name,img_path,n_correct,n_nans,n_poss_preds
0,Circle0.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle0.bmp,18.0,1.0,2.0
1,Circle1.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle1.bmp,13.0,0.0,7.0
2,Circle10.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle10.bmp,19.0,0.0,1.0
3,Circle11.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle11.bmp,18.0,0.0,2.0
4,Circle12.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle12.bmp,20.0,0.0,0.0
5,Circle13.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle13.bmp,20.0,0.0,0.0
6,Circle14.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle14.bmp,19.0,1.0,1.0
7,Circle15.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle15.bmp,20.0,0.0,0.0
8,Circle16.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle16.bmp,17.0,0.0,3.0
9,Circle18.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle18.bmp,19.0,0.0,1.0
10,Circle20.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle20.bmp,17.0,2.0,3.0
11,Circle21.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle21.bmp,19.0,0.0,1.0
12,Circle22.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle22.bmp,19.0,0.0,1.0
13,Circle23.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle23.bmp,18.0,1.0,2.0
14,Circle24.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle24.bmp,18.0,0.0,2.0
15,Circle25.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle25.bmp,18.0,0.0,2.0
16,Circle26.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle26.bmp,20.0,0.0,0.0
17,Circle29.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle29.bmp,19.0,1.0,1.0
18,Circle3.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle3.bmp,20.0,0.0,0.0
19,Circle31.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle31.bmp,19.0,1.0,1.0
20,Circle32.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle32.bmp,18.0,0.0,2.0
21,Circle33.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle33.bmp,18.0,1.0,2.0
22,Circle34.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle34.bmp,19.0,0.0,1.0
23,Circle35.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle35.bmp,20.0,0.0,0.0
24,Circle36.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle36.bmp,17.0,0.0,3.0
25,Circle38.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle38.bmp,20.0,0.0,0.0
26,Circle39.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle39.bmp,18.0,0.0,2.0
27,Circle4.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle4.bmp,19.0,0.0,1.0
28,Circle5.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle5.bmp,19.0,1.0,1.0
29,Circle7.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle7.bmp,19.0,0.0,1.0
30,Circle8.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle8.bmp,18.0,0.0,2.0
31,Circle9.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Circle\Circle9.bmp,20.0,0.0,0.0
32,Square0.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square0.bmp,20.0,5.0,20.0
33,Square1.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square1.bmp,20.0,6.0,20.0
34,Square10.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square10.bmp,20.0,3.0,20.0
35,Square11.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square11.bmp,20.0,5.0,20.0
36,Square12.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square12.bmp,20.0,4.0,20.0
37,Square13.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square13.bmp,20.0,6.0,20.0
38,Square14.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square14.bmp,20.0,5.0,20.0
39,Square15.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square15.bmp,20.0,5.0,20.0
40,Square16.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square16.bmp,20.0,5.0,20.0
41,Square18.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square18.bmp,20.0,5.0,20.0
42,Square20.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square20.bmp,20.0,4.0,20.0
43,Square21.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square21.bmp,20.0,6.0,20.0
44,Square22.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square22.bmp,20.0,5.0,20.0
45,Square23.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square23.bmp,20.0,5.0,20.0
46,Square24.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square24.bmp,20.0,5.0,20.0
47,Square25.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square25.bmp,20.0,5.0,20.0
48,Square26.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square26.bmp,19.0,5.0,19.0
49,Square29.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square29.bmp,20.0,5.0,20.0
50,Square3.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square3.bmp,20.0,4.0,20.0
51,Square31.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square31.bmp,20.0,6.0,20.0
52,Square32.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square32.bmp,20.0,7.0,20.0
53,Square33.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square33.bmp,20.0,7.0,20.0
54,Square34.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square34.bmp,20.0,6.0,20.0
55,Square35.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square35.bmp,20.0,5.0,20.0
56,Square36.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square36.bmp,20.0,5.0,20.0
57,Square38.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square38.bmp,20.0,6.0,20.0
58,Square39.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square39.bmp,20.0,5.0,20.0
59,Square4.bmp,C:\Users\Peter\Impossible-Shapes-Paper\Shapes\Preprocessed\Study 0\Training\Square\Square4.bmp,20.0,4.0,20.0
